Model,MSO2024B
Firmware Version,1.56

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.4,
Sample Interval,0.000768049,
Filter Frequency,2e+08,
Record Length,5208,
Gating,0.0% to 100.0%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.5,
Label,,
TIME,CH1,CH1 Peak Detect
-1.4478e+00,-2.32,-2.28
-1.4470e+00,-2.34,-2.38
-1.4462e+00,-2.32,-2.26
-1.4455e+00,-2.32,-2.38
-1.4447e+00,-2.32,-2.26
-1.4439e+00,-2.34,-2.36
-1.4432e+00,-2.32,-2.26
-1.4424e+00,-2.32,-2.36
-1.4416e+00,-2.32,-2.24
-1.4409e+00,-2.32,-2.36
-1.4401e+00,-2.3,-2.24
-1.4393e+00,-2.3,-2.34
-1.4386e+00,-2.3,-2.22
-1.4378e+00,-2.28,-2.34
-1.4370e+00,-2.28,-2.22
-1.4363e+00,-2.3,-2.36
-1.4355e+00,-2.3,-2.24
-1.4347e+00,-2.3,-2.36
-1.4339e+00,-2.3,-1.8
-1.4332e+00,-1.96,-4.34
-1.4324e+00,-1.94,-1.28
-1.4316e+00,-1.94,-4.54
-1.4309e+00,-2.54,-1.84
-1.4301e+00,-2.52,-2.58
-1.4293e+00,-2.52,-2.46
-1.4286e+00,-2.52,-2.56
-1.4278e+00,-2.5,-2.46
-1.4270e+00,-2.5,-2.54
-1.4263e+00,-2.5,-2.44
-1.4255e+00,-2.5,-2.54
-1.4247e+00,-2.5,-2.44
-1.4240e+00,-2.48,-2.52
-1.4232e+00,-2.48,-2.42
-1.4224e+00,-2.46,-2.52
-1.4217e+00,-2.46,-2.4
-1.4209e+00,-2.48,-2.52
-1.4201e+00,-2.46,-2.4
-1.4194e+00,-2.46,-2.5
-1.4186e+00,-2.46,-2.38
-1.4178e+00,-2.44,-2.48
-1.4171e+00,-2.44,-2.38
-1.4163e+00,-2.46,-2.48
-1.4155e+00,-2.44,-2.36
-1.4147e+00,-2.42,-2.46
-1.4140e+00,-2.42,-2.36
-1.4132e+00,-2.44,-2.46
-1.4124e+00,-2.4,-2.34
-1.4117e+00,-2.42,-2.46
-1.4109e+00,-2.4,-2.34
-1.4101e+00,-2.4,-2.44
-1.4094e+00,-2.4,-2.34
-1.4086e+00,-2.38,-2.44
-1.4078e+00,-2.4,-2.32
-1.4071e+00,-2.38,-2.44
-1.4063e+00,-2.36,-2.32
-1.4055e+00,-2.38,-2.42
-1.4048e+00,-2.36,-2.3
-1.4040e+00,-2.36,-2.4
-1.4032e+00,-2.36,-2.3
-1.4025e+00,-2.36,-2.4
-1.4017e+00,-2.38,-2.28
-1.4009e+00,-2.36,-2.4
-1.4002e+00,-2.32,-2.28
-1.3994e+00,-2.34,-2.38
-1.3986e+00,-2.32,-2.26
-1.3978e+00,-2.32,-2.36
-1.3971e+00,-2.32,-2.26
-1.3963e+00,-2.34,-2.36
-1.3955e+00,-2.3,-2.24
-1.3948e+00,-2.32,-2.36
-1.3940e+00,-2.3,-2.24
-1.3932e+00,-2.3,-2.34
-1.3925e+00,-2.28,-2.22
-1.3917e+00,-2.28,-2.34
-1.3909e+00,-2.3,-2.22
-1.3902e+00,-2.28,-2.34
-1.3894e+00,-2.3,-2.24
-1.3886e+00,-2.3,-2.36
-1.3879e+00,-2.3,-2.24
-1.3871e+00,-2.32,-2.38
-1.3863e+00,-2.34,-2.26
-1.3856e+00,-2.3,-2.36
-1.3848e+00,-2.34,-2.26
-1.3840e+00,-2.3,-2.38
-1.3833e+00,-2.32,-2.26
-1.3825e+00,-2.32,-2.38
-1.3817e+00,-2.34,-2.26
-1.3810e+00,-2.34,-2.38
-1.3802e+00,-2.32,-2.26
-1.3794e+00,-2.34,-2.4
-1.3786e+00,-2.34,-2.26
-1.3779e+00,-2.34,-2.4
-1.3771e+00,-2.34,-2.28
-1.3763e+00,-2.36,-2.4
-1.3756e+00,-2.34,-2.28
-1.3748e+00,-2.36,-2.4
-1.3740e+00,-2.36,-2.28
-1.3733e+00,-2.34,-2.4
-1.3725e+00,-2.34,-2.28
-1.3717e+00,-2.34,-2.4
-1.3710e+00,-2.34,-2.3
-1.3702e+00,-2.36,-2.4
-1.3694e+00,-2.38,-2.3
-1.3687e+00,-2.36,-2.4
-1.3679e+00,-2.34,-2.3
-1.3671e+00,-2.34,-2.42
-1.3664e+00,-2.36,-2.3
-1.3656e+00,-2.38,-2.42
-1.3648e+00,-2.38,-2.3
-1.3641e+00,-2.36,-2.42
-1.3633e+00,-2.36,-2.3
-1.3625e+00,-2.38,-2.42
-1.3618e+00,-2.36,-2.3
-1.3610e+00,-2.38,-2.42
-1.3602e+00,-2.38,-2.3
-1.3594e+00,-2.36,-2.42
-1.3587e+00,-2.38,-2.3
-1.3579e+00,-2.36,-2.42
-1.3571e+00,-2.36,-2.32
-1.3564e+00,-2.34,-2.42
-1.3556e+00,-2.38,-2.3
-1.3548e+00,-2.38,-2.42
-1.3541e+00,-2.38,-2.32
-1.3533e+00,-2.4,-4.54
-1.3525e+00,-2.18,0.54
-1.3518e+00,-2.5,-2.56
-1.3510e+00,-2.5,-2.44
-1.3502e+00,-2.5,-2.54
-1.3495e+00,-2.48,-2.42
-1.3487e+00,-2.46,-2.52
-1.3479e+00,-2.48,-2.42
-1.3472e+00,-2.46,-2.52
-1.3464e+00,-2.46,-2.4
-1.3456e+00,-2.46,-2.5
-1.3449e+00,-2.46,-2.38
-1.3441e+00,-2.44,-2.48
-1.3433e+00,-2.44,-2.38
-1.3425e+00,-2.44,-2.48
-1.3418e+00,-2.42,-2.38
-1.3410e+00,-2.44,-2.46
-1.3402e+00,-2.44,-2.36
-1.3395e+00,-2.42,-2.46
-1.3387e+00,-2.42,-2.36
-1.3379e+00,-2.42,-2.46
-1.3372e+00,-2.4,-2.34
-1.3364e+00,-2.42,-2.46
-1.3356e+00,-2.4,-2.34
-1.3349e+00,-2.38,-2.44
-1.3341e+00,-2.4,-2.32
-1.3333e+00,-2.38,-2.44
-1.3326e+00,-2.36,-2.32
-1.3318e+00,-2.38,-2.42
-1.3310e+00,-2.36,-2.3
-1.3303e+00,-2.38,-2.42
-1.3295e+00,-2.38,-2.3
-1.3287e+00,-2.36,-2.4
-1.3280e+00,-2.36,-1.9
-1.3272e+00,-2.04,-2.2
-1.3264e+00,-2.02,-1.9
-1.3257e+00,-2,-4.54
-1.3249e+00,-1.92,-0.44
-1.3241e+00,-2.58,-4.54
-1.3233e+00,-2.58,0.46
-1.3226e+00,-2.58,-2.64
-1.3218e+00,-2.58,-2.52
-1.3210e+00,-2.58,-2.62
-1.3203e+00,-2.56,-2.5
-1.3195e+00,-2.56,-2.6
-1.3187e+00,-2.54,-2.5
-1.3180e+00,-2.56,-2.6
-1.3172e+00,-2.56,-2.48
-1.3164e+00,-2.54,-2.58
-1.3157e+00,-2.54,-2.48
-1.3149e+00,-2.52,-2.58
-1.3141e+00,-2.54,-2.46
-1.3134e+00,-2.5,-2.56
-1.3126e+00,-2.52,-2.46
-1.3118e+00,-2.5,-2.56
-1.3111e+00,-2.5,-2.44
-1.3103e+00,-2.5,-2.54
-1.3095e+00,-2.48,-2.44
-1.3088e+00,-2.48,-2.52
-1.3080e+00,-2.48,-2.42
-1.3072e+00,-2.48,-2.52
-1.3065e+00,-2.46,-2.42
-1.3057e+00,-2.46,-2.52
-1.3049e+00,-2.46,-2.4
-1.3041e+00,-2.46,-2.5
-1.3034e+00,-2.46,-2.38
-1.3026e+00,-2.46,-2.5
-1.3018e+00,-2.44,-2.38
-1.3011e+00,-2.44,-2.48
-1.3003e+00,-2.42,-2.36
-1.2995e+00,-2.44,-2.48
-1.2988e+00,-2.42,-2.36
-1.2980e+00,-2.42,-2.46
-1.2972e+00,-2.44,-2.36
-1.2965e+00,-2.42,-2.46
-1.2957e+00,-2.42,-2.34
-1.2949e+00,-2.42,-2.44
-1.2942e+00,-2.4,-2.34
-1.2934e+00,-2.4,-2.44
-1.2926e+00,-2.4,-2.32
-1.2919e+00,-2.38,-2.44
-1.2911e+00,-2.38,-2.3
-1.2903e+00,-2.38,-2.42
-1.2896e+00,-2.36,-2.3
-1.2888e+00,-2.36,-2.42
-1.2880e+00,-2.36,-2.3
-1.2873e+00,-2.36,-2.4
-1.2865e+00,-2.36,-2.28
-1.2857e+00,-2.36,-2.4
-1.2849e+00,-2.32,-2.28
-1.2842e+00,-2.32,-2.38
-1.2834e+00,-2.32,-2.26
-1.2826e+00,-2.32,-2.38
-1.2819e+00,-2.32,-2.26
-1.2811e+00,-2.32,-2.36
-1.2803e+00,-2.32,-2.26
-1.2796e+00,-2.32,-2.36
-1.2788e+00,-2.3,-2.24
-1.2780e+00,-2.3,-2.34
-1.2773e+00,-2.28,-2.24
-1.2765e+00,-2.3,-2.34
-1.2757e+00,-2.3,-2.22
-1.2750e+00,-2.28,-2.32
-1.2742e+00,-2.28,-2.22
-1.2734e+00,-2.28,-2.32
-1.2727e+00,-2.26,-2.2
-1.2719e+00,-2.26,-2.32
-1.2711e+00,-2.26,-2.2
-1.2704e+00,-2.26,-2.32
-1.2696e+00,-2.28,-2.22
-1.2688e+00,-2.28,-2.34
-1.2680e+00,-2.28,-2.22
-1.2673e+00,-2.28,-2.34
-1.2665e+00,-2.32,-2.24
-1.2657e+00,-2.3,-2.34
-1.2650e+00,-2.32,-2.24
-1.2642e+00,-2.28,-2.36
-1.2634e+00,-2.32,-2.24
-1.2627e+00,-2.32,-2.36
-1.2619e+00,-2.32,-2.24
-1.2611e+00,-2.3,-2.36
-1.2604e+00,-2.32,-2.26
-1.2596e+00,-2.32,-2.38
-1.2588e+00,-2.32,-2.26
-1.2581e+00,-2.34,-2.38
-1.2573e+00,-2.32,-2.26
-1.2565e+00,-2.34,-2.38
-1.2558e+00,-2.34,-2.26
-1.2550e+00,-2.34,-4.22
-1.2542e+00,-2.34,-0.66
-1.2535e+00,-1.88,-4.04
-1.2527e+00,-1.76,-1.42
-1.2519e+00,-3.64,-3.74
-1.2512e+00,-3.5,-3.1
-1.2504e+00,-3.5,-3.54
-1.2496e+00,-3.46,-3.4
-1.2488e+00,-3.48,-3.5
-1.2481e+00,-3.46,-3.38
-1.2473e+00,-3.44,-3.48
-1.2465e+00,-3.44,-3.36
-1.2458e+00,-3.44,-3.46
-1.2450e+00,-3.4,-3.34
-1.2442e+00,-3.4,-3.44
-1.2435e+00,-3.4,-3.34
-1.2427e+00,-3.38,-3.44
-1.2419e+00,-3.38,-3.32
-1.2412e+00,-3.38,-3.42
-1.2404e+00,-3.36,-3.3
-1.2396e+00,-3.38,-3.4
-1.2389e+00,-3.36,-3.28
-1.2381e+00,-3.34,-3.4
-1.2373e+00,-3.34,-3.28
-1.2366e+00,-3.32,-3.38
-1.2358e+00,-3.34,-3.26
-1.2350e+00,-3.34,-3.36
-1.2343e+00,-3.32,-3.24
-1.2335e+00,-3.3,-3.34
-1.2327e+00,-3.28,-3.24
-1.2320e+00,-3.28,-3.34
-1.2312e+00,-3.3,-3.22
-1.2304e+00,-3.28,-3.32
-1.2296e+00,-3.28,-3.2
-1.2289e+00,-3.28,-3.32
-1.2281e+00,-3.26,-3.2
-1.2273e+00,-3.24,-3.3
-1.2266e+00,-3.24,-3.18
-1.2258e+00,-3.22,-3.28
-1.2250e+00,-3.22,-3.18
-1.2243e+00,-3.24,-3.28
-1.2235e+00,-3.22,-3.16
-1.2227e+00,-3.2,-3.26
-1.2220e+00,-3.22,-3.14
-1.2212e+00,-3.2,-3.24
-1.2204e+00,-3.18,-3.12
-1.2197e+00,-3.16,-3.24
-1.2189e+00,-3.18,-3.12
-1.2181e+00,-3.2,-3.22
-1.2174e+00,-3.18,-3.12
-1.2166e+00,-3.16,-3.2
-1.2158e+00,-3.14,-3.1
-1.2151e+00,-3.14,-3.2
-1.2143e+00,-3.14,-3.08
-1.2135e+00,-3.14,-3.18
-1.2127e+00,-3.14,-3.08
-1.2120e+00,-3.12,-3.16
-1.2112e+00,-3.1,-3.06
-1.2104e+00,-3.1,-3.16
-1.2097e+00,-3.1,-3.04
-1.2089e+00,-3.08,-3.14
-1.2081e+00,-3.08,-3.02
-1.2074e+00,-3.08,-3.14
-1.2066e+00,-3.08,-3.02
-1.2058e+00,-3.08,-3.12
-1.2051e+00,-3.06,-3
-1.2043e+00,-3.06,-3.1
-1.2035e+00,-3.06,-3
-1.2028e+00,-3.04,-3.1
-1.2020e+00,-3.04,-2.98
-1.2012e+00,-3.02,-3.08
-1.2005e+00,-3.02,-2.96
-1.1997e+00,-3.04,-3.08
-1.1989e+00,-3.02,-2.96
-1.1982e+00,-3,-3.06
-1.1974e+00,-3,-2.94
-1.1966e+00,-3,-3.06
-1.1959e+00,-3,-2.92
-1.1951e+00,-3,-3.02
-1.1943e+00,-2.98,-2.92
-1.1935e+00,-2.98,-3.02
-1.1928e+00,-2.98,-2.9
-1.1920e+00,-2.96,-3
-1.1912e+00,-2.96,-2.9
-1.1905e+00,-2.94,-3
-1.1897e+00,-2.94,-2.88
-1.1889e+00,-2.94,-2.98
-1.1882e+00,-2.94,-2.86
-1.1874e+00,-2.92,-2.98
-1.1866e+00,-2.92,-2.86
-1.1859e+00,-2.92,-2.96
-1.1851e+00,-2.9,-2.84
-1.1843e+00,-2.9,-2.94
-1.1836e+00,-2.9,-2.84
-1.1828e+00,-2.9,-2.94
-1.1820e+00,-2.88,-2.84
-1.1813e+00,-2.86,-4.54
-1.1805e+00,-1.78,-0.94
-1.1797e+00,-1.92,-4.54
-1.1790e+00,-2.56,-0.62
-1.1782e+00,-2.58,-2.6
-1.1774e+00,-2.54,-2.5
-1.1767e+00,-2.54,-2.6
-1.1759e+00,-2.54,-2.48
-1.1751e+00,-2.52,-2.6
-1.1743e+00,-2.54,-2.46
-1.1736e+00,-2.52,-2.56
-1.1728e+00,-2.54,-2.46
-1.1720e+00,-2.5,-2.56
-1.1713e+00,-2.52,-2.44
-1.1705e+00,-2.48,-2.56
-1.1697e+00,-2.5,-2.44
-1.1690e+00,-2.5,-2.54
-1.1682e+00,-2.5,-2.44
-1.1674e+00,-2.48,-2.52
-1.1667e+00,-2.48,-2.42
-1.1659e+00,-2.48,-2.52
-1.1651e+00,-2.48,-2.42
-1.1644e+00,-2.46,-2.52
-1.1636e+00,-2.46,-2.4
-1.1628e+00,-2.48,-2.5
-1.1621e+00,-2.44,-2.38
-1.1613e+00,-2.44,-2.5
-1.1605e+00,-2.44,-2.38
-1.1598e+00,-2.46,-2.48
-1.1590e+00,-2.44,-2.38
-1.1582e+00,-2.42,-2.48
-1.1575e+00,-2.4,-2.36
-1.1567e+00,-2.44,-2.46
-1.1559e+00,-2.4,-2.34
-1.1551e+00,-2.42,-2.46
-1.1544e+00,-2.42,-2.34
-1.1536e+00,-2.4,-2.46
-1.1528e+00,-2.4,-2.34
-1.1521e+00,-2.38,-2.44
-1.1513e+00,-2.4,-2.32
-1.1505e+00,-2.38,-2.44
-1.1498e+00,-2.36,-2.32
-1.1490e+00,-2.38,-2.42
-1.1482e+00,-2.38,-2.3
-1.1475e+00,-2.36,-2.42
-1.1467e+00,-2.38,-2.3
-1.1459e+00,-2.36,-2.4
-1.1452e+00,-2.36,-2.28
-1.1444e+00,-2.34,-2.4
-1.1436e+00,-2.34,-2.28
-1.1429e+00,-2.34,-2.38
-1.1421e+00,-2.32,-2.28
-1.1413e+00,-2.34,-2.38
-1.1406e+00,-2.32,-2.26
-1.1398e+00,-2.32,-2.36
-1.1390e+00,-2.32,-2.26
-1.1382e+00,-2.3,-2.36
-1.1375e+00,-2.32,-2.24
-1.1367e+00,-2.3,-2.34
-1.1359e+00,-2.32,-2.24
-1.1352e+00,-2.28,-2.34
-1.1344e+00,-2.3,-2.22
-1.1336e+00,-2.3,-2.34
-1.1329e+00,-2.28,-2.22
-1.1321e+00,-2.28,-2.32
-1.1313e+00,-2.26,-2.2
-1.1306e+00,-2.3,-2.32
-1.1298e+00,-2.28,-2.2
-1.1290e+00,-2.24,-2.32
-1.1283e+00,-2.24,-2.2
-1.1275e+00,-2.26,-2.32
-1.1267e+00,-2.26,-2.2
-1.1260e+00,-2.28,-2.32
-1.1252e+00,-2.28,-2.22
-1.1244e+00,-2.26,-2.34
-1.1237e+00,-2.3,-2.22
-1.1229e+00,-2.28,-2.34
-1.1221e+00,-2.28,-2.22
-1.1214e+00,-2.3,-2.34
-1.1206e+00,-2.3,-2.24
-1.1198e+00,-2.3,-2.36
-1.1190e+00,-2.3,-2.24
-1.1183e+00,-2.32,-2.36
-1.1175e+00,-2.32,-2.24
-1.1167e+00,-2.32,-2.36
-1.1160e+00,-2.34,-2.26
-1.1152e+00,-2.32,-2.38
-1.1144e+00,-2.32,-2.26
-1.1137e+00,-2.32,-4.54
-1.1129e+00,-2.32,0.54
-1.1121e+00,-2.02,-4.26
-1.1114e+00,-2.5,-1.4
-1.1106e+00,-2.48,-2.54
-1.1098e+00,-2.5,-2.44
-1.1091e+00,-2.48,-2.54
-1.1083e+00,-2.48,-2.42
-1.1075e+00,-2.46,-2.52
-1.1068e+00,-2.48,-2.4
-1.1060e+00,-2.44,-2.5
-1.1052e+00,-2.46,-2.4
-1.1045e+00,-2.46,-2.5
-1.1037e+00,-2.46,-2.38
-1.1029e+00,-2.46,-2.5
-1.1022e+00,-2.44,-2.38
-1.1014e+00,-2.44,-2.48
-1.1006e+00,-2.44,-2.36
-1.0998e+00,-2.42,-2.46
-1.0991e+00,-2.42,-2.36
-1.0983e+00,-2.42,-2.46
-1.0975e+00,-2.42,-2.34
-1.0968e+00,-2.38,-2.44
-1.0960e+00,-2.42,-2.34
-1.0952e+00,-2.38,-2.44
-1.0945e+00,-2.4,-2.32
-1.0937e+00,-2.4,-2.44
-1.0929e+00,-2.38,-2.32
-1.0922e+00,-2.38,-2.42
-1.0914e+00,-2.38,-2.3
-1.0906e+00,-2.34,-2.42
-1.0899e+00,-2.36,-2.3
-1.0891e+00,-2.36,-2.4
-1.0883e+00,-2.36,-2.3
-1.0876e+00,-2.34,-2.4
-1.0868e+00,-2.34,-2.28
-1.0860e+00,-2.34,-2.38
-1.0853e+00,-2.32,-2.28
-1.0845e+00,-2.34,-2.38
-1.0837e+00,-2.32,-2.26
-1.0829e+00,-2.32,-2.38
-1.0822e+00,-2.34,-2.26
-1.0814e+00,-2.3,-2.36
-1.0806e+00,-2.34,-2.26
-1.0799e+00,-2.32,-2.36
-1.0791e+00,-2.32,-2.26
-1.0783e+00,-2.32,-2.38
-1.0776e+00,-2.34,-2.26
-1.0768e+00,-2.3,-2.38
-1.0760e+00,-2.32,-2.26
-1.0753e+00,-2.34,-2.38
-1.0745e+00,-2.34,-2.28
-1.0737e+00,-2.34,-2.4
-1.0730e+00,-2.34,-2.28
-1.0722e+00,-2.34,-2.4
-1.0714e+00,-2.32,-2.28
-1.0707e+00,-2.34,-2.4
-1.0699e+00,-2.34,-2.28
-1.0691e+00,-2.36,-2.4
-1.0684e+00,-2.36,-2.28
-1.0676e+00,-2.34,-2.4
-1.0668e+00,-2.36,-2.28
-1.0661e+00,-2.34,-2.4
-1.0653e+00,-2.36,-2.3
-1.0645e+00,-2.36,-4.34
-1.0637e+00,-2.36,-1.94
-1.0630e+00,-2.04,-3.9
-1.0622e+00,-1.98,-1.78
-1.0614e+00,-2,-4
-1.0607e+00,-1.9,-1.58
-1.0599e+00,-3.34,-3.4
-1.0591e+00,-3.34,-3.26
-1.0584e+00,-3.3,-3.36
-1.0576e+00,-3.32,-3.24
-1.0568e+00,-3.3,-3.34
-1.0561e+00,-3.28,-3.22
-1.0553e+00,-3.3,-3.32
-1.0545e+00,-3.28,-3.2
-1.0538e+00,-3.26,-3.3
-1.0530e+00,-3.26,-3.18
-1.0522e+00,-3.24,-3.28
-1.0515e+00,-3.22,-3.18
-1.0507e+00,-3.22,-3.28
-1.0499e+00,-3.24,-3.16
-1.0492e+00,-3.22,-3.26
-1.0484e+00,-3.2,-3.14
-1.0476e+00,-3.2,-3.24
-1.0469e+00,-3.2,-3.14
-1.0461e+00,-3.2,-3.24
-1.0453e+00,-3.18,-3.12
-1.0445e+00,-3.16,-3.22
-1.0438e+00,-3.16,-3.12
-1.0430e+00,-3.16,-3.2
-1.0422e+00,-3.16,-3.08
-1.0415e+00,-3.16,-3.2
-1.0407e+00,-3.14,-3.08
-1.0399e+00,-3.14,-3.18
-1.0392e+00,-3.12,-3.06
-1.0384e+00,-3.1,-3.18
-1.0376e+00,-3.12,-3.06
-1.0369e+00,-3.1,-3.16
-1.0361e+00,-3.1,-3.04
-1.0353e+00,-3.1,-3.14
-1.0346e+00,-3.08,-3.04
-1.0338e+00,-3.08,-3.12
-1.0330e+00,-3.08,-3.02
-1.0323e+00,-3.06,-3.12
-1.0315e+00,-3.06,-3
-1.0307e+00,-3.06,-3.1
-1.0300e+00,-3.04,-3
-1.0292e+00,-3.06,-3.08
-1.0284e+00,-3.06,-2.98
-1.0276e+00,-3.04,-3.08
-1.0269e+00,-3.04,-2.98
-1.0261e+00,-3.02,-3.06
-1.0253e+00,-3.02,-2.96
-1.0246e+00,-3,-3.06
-1.0238e+00,-3,-2.94
-1.0230e+00,-3,-3.06
-1.0223e+00,-3,-2.92
-1.0215e+00,-3,-3.04
-1.0207e+00,-2.98,-2.92
-1.0200e+00,-2.98,-3.02
-1.0192e+00,-2.96,-2.9
-1.0184e+00,-2.98,-3
-1.0177e+00,-2.96,-2.9
-1.0169e+00,-2.96,-3
-1.0161e+00,-2.94,-2.88
-1.0154e+00,-2.94,-2.98
-1.0146e+00,-2.94,-2.86
-1.0138e+00,-2.92,-2.98
-1.0131e+00,-2.94,-2.86
-1.0123e+00,-2.92,-2.96
-1.0115e+00,-2.92,-2.84
-1.0108e+00,-2.88,-2.96
-1.0100e+00,-2.9,-2.84
-1.0092e+00,-2.9,-2.94
-1.0084e+00,-2.9,-2.82
-1.0077e+00,-2.88,-2.92
-1.0069e+00,-2.9,-2.82
-1.0061e+00,-2.88,-2.92
-1.0054e+00,-2.88,-2.8
-1.0046e+00,-2.86,-2.9
-1.0038e+00,-2.88,-2.8
-1.0031e+00,-2.84,-2.9
-1.0023e+00,-2.84,-2.78
-1.0015e+00,-2.86,-2.88
-1.0008e+00,-2.84,-2.76
-1.0000e+00,-2.82,-2.88
-9.9923e-01,-2.84,-2.76
-9.9846e-01,-2.8,-2.86
-9.9770e-01,-2.8,-2.74
-9.9693e-01,-2.8,-2.84
-9.9616e-01,-2.82,-2.74
-9.9539e-01,-2.8,-2.84
-9.9462e-01,-2.78,-2.72
-9.9386e-01,-2.78,-2.82
-9.9309e-01,-2.8,-2.72
-9.9232e-01,-2.78,-2.82
-9.9155e-01,-2.78,-2.7
-9.9078e-01,-2.76,-4.54
-9.9002e-01,-2.76,0.36
-9.8925e-01,-2.3,-2.36
-9.8848e-01,-2.3,-2.24
-9.8771e-01,-2.3,-2.34
-9.8694e-01,-2.3,-2.24
-9.8618e-01,-2.3,-2.34
-9.8541e-01,-2.28,-2.24
-9.8464e-01,-2.3,-2.34
-9.8387e-01,-2.3,-2.22
-9.8310e-01,-2.26,-2.32
-9.8233e-01,-2.28,-2.22
-9.8157e-01,-2.28,-2.32
-9.8080e-01,-2.26,-2.2
-9.8003e-01,-2.28,-2.3
-9.7926e-01,-2.26,-2.18
-9.7849e-01,-2.26,-2.3
-9.7773e-01,-2.24,-2.18
-9.7696e-01,-2.24,-2.3
-9.7619e-01,-2.26,-2.18
-9.7542e-01,-2.24,-2.3
-9.7465e-01,-2.24,-2.18
-9.7389e-01,-2.26,-2.3
-9.7312e-01,-2.24,-2.2
-9.7235e-01,-2.24,-2.32
-9.7158e-01,-2.28,-2.2
-9.7081e-01,-2.28,-2.34
-9.7005e-01,-2.28,-2.22
-9.6928e-01,-2.28,-2.34
-9.6851e-01,-2.26,-2.22
-9.6774e-01,-2.28,-2.34
-9.6697e-01,-2.32,-2.24
-9.6621e-01,-2.3,-2.34
-9.6544e-01,-2.32,-2.24
-9.6467e-01,-2.3,-2.36
-9.6390e-01,-2.3,-2.24
-9.6313e-01,-2.32,-2.36
-9.6237e-01,-2.32,-2.26
-9.6160e-01,-2.32,-2.36
-9.6083e-01,-2.3,-2.26
-9.6006e-01,-2.32,-2.38
-9.5929e-01,-2.32,-2.26
-9.5853e-01,-2.3,-2.38
-9.5776e-01,-2.32,-2.26
-9.5699e-01,-2.34,-2.38
-9.5622e-01,-2.34,-2.26
-9.5545e-01,-2.32,-2.4
-9.5469e-01,-2.34,-2.26
-9.5392e-01,-2.36,-2.4
-9.5315e-01,-2.34,-2.28
-9.5238e-01,-2.34,-2.4
-9.5161e-01,-2.34,-2.28
-9.5084e-01,-2.36,-2.4
-9.5008e-01,-2.36,-2.28
-9.4931e-01,-2.34,-2.4
-9.4854e-01,-2.36,-2.28
-9.4777e-01,-2.36,-2.4
-9.4700e-01,-2.34,-2.3
-9.4624e-01,-2.36,-2.4
-9.4547e-01,-2.36,-2.3
-9.4470e-01,-2.36,-2.4
-9.4393e-01,-1.98,-1.72
-9.4316e-01,-1.98,-3.78
-9.4240e-01,-2.74,-1.88
-9.4163e-01,-2.72,-2.76
-9.4086e-01,-2.7,-2.64
-9.4009e-01,-2.7,-2.74
-9.3932e-01,-2.68,-2.62
-9.3856e-01,-2.7,-2.74
-9.3779e-01,-2.68,-2.62
-9.3702e-01,-2.66,-2.72
-9.3625e-01,-2.66,-2.62
-9.3548e-01,-2.68,-2.7
-9.3472e-01,-2.66,-2.6
-9.3395e-01,-2.66,-2.7
-9.3318e-01,-2.64,-2.6
-9.3241e-01,-2.62,-2.68
-9.3164e-01,-2.64,-2.58
-9.3088e-01,-2.62,-2.68
-9.3011e-01,-2.62,-2.56
-9.2934e-01,-2.6,-2.66
-9.2857e-01,-2.62,-2.56
-9.2780e-01,-2.6,-2.66
-9.2704e-01,-2.6,-2.54
-9.2627e-01,-2.6,-2.64
-9.2550e-01,-2.6,-2.52
-9.2473e-01,-2.6,-2.62
-9.2396e-01,-2.56,-2.52
-9.2320e-01,-2.58,-2.62
-9.2243e-01,-2.58,-2.52
-9.2166e-01,-2.56,-2.62
-9.2089e-01,-2.54,-2.5
-9.2012e-01,-2.56,-2.6
-9.1935e-01,-2.56,-2.48
-9.1859e-01,-2.56,-2.6
-9.1782e-01,-2.52,-2.48
-9.1705e-01,-2.54,-2.58
-9.1628e-01,-2.52,-2.48
-9.1551e-01,-2.52,-2.56
-9.1475e-01,-2.52,-2.46
-9.1398e-01,-2.52,-2.56
-9.1321e-01,-2.52,-2.46
-9.1244e-01,-2.5,-2.56
-9.1167e-01,-2.48,-2.44
-9.1091e-01,-2.5,-2.54
-9.1014e-01,-2.46,-2.44
-9.0937e-01,-2.48,-2.52
-9.0860e-01,-2.48,-2.42
-9.0783e-01,-2.46,-2.52
-9.0707e-01,-2.48,-2.4
-9.0630e-01,-2.46,-2.5
-9.0553e-01,-2.46,-2.4
-9.0476e-01,-2.46,-2.5
-9.0399e-01,-2.46,-2.4
-9.0323e-01,-2.44,-2.5
-9.0246e-01,-2.44,-2.38
-9.0169e-01,-2.44,-2.48
-9.0092e-01,-2.44,-2.38
-9.0015e-01,-2.44,-2.48
-8.9939e-01,-2.42,-2.36
-8.9862e-01,-2.44,-2.46
-8.9785e-01,-2.42,-2.34
-8.9708e-01,-2.42,-2.46
-8.9631e-01,-2.4,-2.34
-8.9555e-01,-2.42,-4.54
-8.9478e-01,-2.16,0.54
-8.9401e-01,-2.14,-2.18
-8.9324e-01,-2.14,-2.08
-8.9247e-01,-2.14,-2.18
-8.9171e-01,-2.14,-2.06
-8.9094e-01,-2.14,-2.18
-8.9017e-01,-2.14,-2.06
-8.8940e-01,-2.12,-2.16
-8.8863e-01,-2.1,-2.06
