Time (s),Intensity
0.00041666667675599456,0.29401037096977234
0.0008333333535119891,0.28504660725593567
0.0012499999720603228,0.27906733751296997
0.0016666667070239782,0.2750672996044159
0.0020833334419876337,0.2710880637168884
0.0024999999441206455,0.26616573333740234
0.002916666679084301,0.262062132358551
0.0033333334140479565,0.25814497470855713
0.0037499999161809683,0.2541657090187073
0.004166666883975267,0.2511916160583496
0.004583333153277636,0.24721232056617737
0.004999999888241291,0.24323303997516632
0.0054166666232049465,0.23925374448299408
0.005833333358168602,0.23527446389198303
0.0062500000931322575,0.2312951683998108
0.006666666828095913,0.22832106053829193
0.007083333563059568,0.22517088055610657
0.007499999832361937,0.22318124771118164
0.007916666567325592,0.2193780392408371
0.008333333767950535,0.21619679033756256
0.008750000037252903,0.21341946721076965
0.009166666306555271,0.2094401717185974
0.009583333507180214,0.20546087622642517
0.009999999776482582,0.20148161053657532
0.010416666977107525,0.28257617354393005
0.010833333246409893,0.28604090213775635
0.011250000447034836,0.2798130214214325
0.011666666716337204,0.27556443214416504
0.012083332985639572,0.2715851664543152
0.012500000186264515,0.26691144704818726
0.012916666455566883,0.2623107135295868
0.013333333656191826,0.25864213705062866
0.013749999925494194,0.2546628415584564
0.014166667126119137,0.25168874859809875
0.014583333395421505,0.2477094680070877
0.014999999664723873,0.24373017251491547
0.015416666865348816,0.23975087702274323
0.015833333134651184,0.23577159643173218
0.016249999403953552,0.23179231584072113
0.01666666753590107,0.22881820797920227
0.017083333805203438,0.22541946172714233
0.017500000074505806,0.2234298288822174
0.017916666343808174,0.21987517178058624
0.018333332613110542,0.21644535660743713
0.01875000074505806,0.2139165997505188
0.019166667014360428,0.20993730425834656
0.019583333283662796,0.2059580236673355
0.019999999552965164,0.20197874307632446
0.020416665822267532,0.19448623061180115
0.02083333395421505,0.19597983360290527
0.021250000223517418,0.19948214292526245
0.021666666492819786,0.20193840563297272
0.022083332762122154,0.20591768622398376
0.02250000089406967,0.20844590663909912
0.02291666716337204,0.2118762582540512
0.023333333432674408,0.21442517638206482
0.023749999701976776,0.21783483028411865
0.024166665971279144,0.2214096486568451
0.02458333410322666,0.2237934023141861
0.02500000037252903,0.22738893330097198
0.025416666641831398,0.22975197434425354
0.025833332911133766,0.2337312549352646
0.026249999180436134,0.23771055042743683
0.02666666731238365,0.24541184306144714
0.02708333358168602,0.2696860134601593
0.027499999850988388,0.3206961154937744
0.027916666120290756,0.3860430419445038
0.028333334252238274,0.44750285148620605
0.028750000521540642,0.49369528889656067
0.02916666679084301,0.5192673802375793
0.029583333060145378,0.5323646664619446
0.029999999329447746,0.5397835969924927
0.030416667461395264,0.5440000295639038
0.030833333730697632,0.5464878678321838
0.03125,0.5492335557937622
0.03166666626930237,0.5514412522315979
0.032083332538604736,0.5540000200271606
0.032499998807907104,0.5552024841308594
0.03291666507720947,0.5571921467781067
0.03333333507180214,0.5581766366958618
0.03375000134110451,0.5600000023841858
0.034166667610406876,0.5600000023841858
0.034583333879709244,0.5600000023841858
0.03500000014901161,0.5598648190498352
0.03541666641831398,0.5580000281333923
0.03583333268761635,0.5568803548812866
0.036249998956918716,0.5547865629196167
0.036666665226221085,0.5509010553359985
0.03708333149552345,0.5488280057907104
0.03750000149011612,0.5448487997055054
0.03791666775941849,0.5419372916221619
0.038333334028720856,0.5399999618530273
0.038750000298023224,0.5389948487281799
0.03916666656732559,0.5389948487281799
0.03958333283662796,0.5400000214576721
0.03999999910593033,0.540010929107666
0.0404166653752327,0.5419999957084656
0.040833331644535065,0.5419999957084656
0.04125000163912773,0.5430051684379578
0.0416666679084301,0.5439798831939697
0.04208333417773247,0.5440000295639038
0.042500000447034836,0.5440000295639038
0.042916666716337204,0.5440000295639038
0.04333333298563957,0.5420615673065186
0.04374999925494194,0.5419999957084656
0.04416666552424431,0.5419999957084656
0.04458333179354668,0.5419999957084656
0.04500000178813934,0.5411081910133362
0.04541666805744171,0.5400000214576721
0.04583333432674408,0.5400000214576721
0.04625000059604645,0.5391392707824707
0.046666666865348816,0.5379999876022339
0.047083333134651184,0.5361548066139221
0.04749999940395355,0.5341651439666748
0.04791666567325592,0.5331807136535645
0.04833333194255829,0.5320000052452087
0.04874999821186066,0.5312014222145081
0.04916666820645332,0.5299999713897705
0.04958333447575569,0.5299999713897705
0.05000000074505806,0.5282273292541504
0.05041666701436043,0.527999997138977
0.050833333283662796,0.5272532105445862
0.051249999552965164,0.5260000228881836
0.05166666582226753,0.5260000228881836
0.0520833320915699,0.5260000228881836
0.05249999836087227,0.5249948501586914
0.052916668355464935,0.5260000228881836
0.0533333346247673,0.5260000228881836
0.05375000089406967,0.5260000228881836
0.05416666716337204,0.5260000228881836
0.05458333343267441,0.5260000228881836
0.054999999701976776,0.5260000228881836
0.055416665971279144,0.5260000228881836
