Time (s),Signal strength,Intensity
0.00041666667675599456,47,1.0019999742507935
0.0008333333535119891,47,1.0019999742507935
0.0012499999720603228,47,1.0039695501327515
0.0016666667070239782,47,1.0020456314086914
0.0020833334419876337,47,1.0048705339431763
0.0024999999441206455,47,1.0050837993621826
0.002916666679084301,47,1.003999948501587
0.0033333334140479565,47,1.0048857927322388
0.0037499999161809683,47,1.005129337310791
0.004166666883975267,47,1.003999948501587
0.004583333153277636,47,1.003999948501587
0.004999999888241291,47,1.001342535018921
0.0054166666232049465,47,0.9991902709007263
0.005833333358168602,47,0.9998021125793457
0.0062500000931322575,47,0.9982131719589233
0.006666666828095913,47,0.9962283372879028
0.007083333563059568,47,0.9942435622215271
0.007499999832361937,47,0.9932664036750793
0.007916666567325592,47,0.9902740120887756
0.008333333767950535,47,0.9882892370223999
0.008750000037252903,47,0.986992359161377
0.009166666306555271,47,0.9856469631195068
0.009583333507180214,47,0.984000027179718
0.009999999776482582,47,0.9833577275276184
0.010416666977107525,47,0.9983464479446411
0.010833333246409893,47,1.0019999742507935
0.011250000447034836,47,1.0036041736602783
0.011666666716337204,47,1.0024110078811646
0.012083332985639572,47,1.0041399002075195
0.012500000186264515,47,1.0054490566253662
0.012916666455566883,47,1.003999948501587
0.013333333656191826,47,1.0045204162597656
0.013749999925494194,47,1.0054947137832642
0.014166667126119137,47,1.003999948501587
0.014583333395421505,47,1.003999948501587
0.014999999664723873,47,1.0020731687545776
0.015416666865348816,47,0.9995555877685547
0.015833333134651184,47,0.9994367957115173
0.016249999403953552,47,0.9985784888267517
0.01666666753590107,47,0.996593713760376
0.017083333805203438,47,0.9946089386940002
0.017500000074505806,47,0.9936317801475525
0.017916666343808174,47,0.9906393885612488
0.018333332613110542,47,0.9886545538902283
0.01875000074505806,47,0.986992359161377
0.019166667014360428,47,0.9863777160644531
0.019583333283662796,47,0.984000027179718
0.019999999552965164,47,0.9837231040000916
0.020416665822267532,47,0.5202363133430481
0.02083333395421505,47,0.2562464773654938
0.021250000223517418,47,0.2594700753688812
0.021666666492819786,47,0.2634396553039551
0.022083332762122154,47,0.26740920543670654
0.02250000089406967,47,0.2715643346309662
0.02291666716337204,47,0.2773483097553253
0.023333333432674408,47,0.2824805974960327
0.023749999701976776,47,0.2874273359775543
0.024166665971279144,47,0.2943892776966095
0.02458333410322666,47,0.3004530668258667
