Time (s),Signal strength,Intensity
0.00041666667675599456,50,0.16200000047683716
0.0008333333535119891,50,0.16200000047683716
0.0012499999720603228,50,0.16297763586044312
0.0016666667070239782,50,0.164000004529953
0.0020833334419876337,50,0.16596420109272003
0.0024999999441206455,50,0.1669507771730423
0.002916666679084301,50,0.1679999977350235
0.0033333334140479565,50,0.16893288493156433
0.0037499999161809683,50,0.17000000178813934
0.004166666883975267,50,0.17283445596694946
0.004583333153277636,50,0.17772261798381805
0.004999999888241291,50,0.181794211268425
0.0054166666232049465,50,0.18855707347393036
0.005833333358168602,50,0.1984049677848816
0.0062500000931322575,50,0.2083602249622345
0.006666666828095913,50,0.2183154821395874
0.007083333563059568,50,0.23012758791446686
0.007499999832361937,50,0.2420738935470581
0.007916666567325592,50,0.261870414018631
0.008333333767950535,50,0.304512619972229
0.008750000037252903,50,0.3678348958492279
0.009166666306555271,50,0.4373427927494049
0.009583333507180214,50,0.500434398651123
0.009999999776482582,50,0.5370919108390808
0.010416666977107525,50,0.5572685599327087
0.010833333246409893,50,0.564548134803772
0.011250000447034836,50,0.564995527267456
0.011666666716337204,50,0.565246045589447
0.012083332985639572,50,0.5632550120353699
0.012500000186264515,50,0.5595234632492065
0.012916666455566883,50,0.5545368790626526
0.013333333656191826,50,0.5515592694282532
0.013749999925494194,50,0.5492907762527466
0.014166667126119137,50,0.5462952852249146
0.014583333395421505,50,0.5419171452522278
0.014999999664723873,50,0.5376308560371399
0.015416666865348816,50,0.5319708585739136
0.015833333134651184,50,0.5276666283607483
0.016249999403953552,50,0.5236845016479492
0.01666666753590107,50,0.5197024345397949
0.017083333805203438,50,0.5140781998634338
0.017500000074505806,50,0.5103668570518494
0.017916666343808174,50,0.5077561140060425
0.018333332613110542,50,0.5037739872932434
0.01875000074505806,50,0.4981856048107147
0.019166667014360428,50,0.4938097894191742
0.019583333283662796,50,0.4892437756061554
0.019999999552965164,50,0.4822661280632019
0.020416665822267532,50,0.4053652584552765
0.02083333395421505,50,0.3611695468425751
0.021250000223517418,50,0.33174222707748413
0.021666666492819786,50,0.3018764555454254
0.022083332762122154,50,0.2756103277206421
0.02250000089406967,50,0.2563331127166748
0.02291666716337204,50,0.24594169855117798
0.023333333432674408,50,0.24049213528633118
0.023749999701976776,50,0.23800663650035858
0.024166665971279144,50,0.23700447380542755
0.02458333410322666,50,0.23795756697654724
0.02500000037252903,50,0.23999999463558197
0.025416666641831398,50,0.24192176759243011
0.025833332911133766,50,0.2459038943052292
0.026249999180436134,50,0.24988599121570587
0.02666666731238365,50,0.25386810302734375
0.02708333358168602,50,0.25642287731170654
0.027499999850988388,50,0.2598322927951813
0.027916666120290756,50,0.26381438970565796
0.028333334252238274,50,0.26779651641845703
0.028750000521540642,50,0.2717786133289337
0.02916666679084301,50,0.2757607102394104
0.029583333060145378,50,0.2811164855957031
0.029999999329447746,50,0.2860851585865021
0.030416667461395264,50,0.29341405630111694
0.030833333730697632,50,0.30272507667541504
0.03125,50,0.3120092451572418
0.03166666626930237,50,0.3239555358886719
0.032083332538604736,50,0.342128187417984
0.032499998807907104,50,0.3747885823249817
0.03291666507720947,50,0.42190274596214294
0.03333333507180214,50,0.4582063853740692
0.03375000134110451,50,0.4725683331489563
0.034166667610406876,50,0.4724540412425995
0.034583333879709244,50,0.4651539921760559
0.03500000014901161,50,0.44819626212120056
0.03541666641831398,50,0.42331013083457947
0.03583333268761635,50,0.3907305598258972
0.036249998956918716,50,0.35634809732437134
0.036666665226221085,50,0.32736843824386597
0.03708333149552345,50,0.3048965036869049
0.03750000149011612,50,0.2877916097640991
0.03791666775941849,50,0.27742040157318115
0.038333334028720856,50,0.27263298630714417
0.038750000298023224,50,0.2684785723686218
0.03916666656732559,50,0.26266878843307495
0.03958333283662796,50,0.25853225588798523
0.03999999910593033,50,0.2537090480327606
0.0404166653752327,49.95833206176758,0.24872246384620667
0.040833331644535065,49.91666793823242,0.24360832571983337
0.04125000163912773,49.875,0.23763516545295715
0.0416666679084301,49.83333206176758,0.23277616500854492
0.04208333417773247,49.79166793823242,0.22879406809806824
0.042500000447034836,49.75,0.22481195628643036
0.042916666716337204,49.70833206176758,0.22091269493103027
0.04333333298563957,49.66666793823242,0.21884773671627045
0.04374999925494194,49.625,0.2160000205039978
0.04416666552424431,49.58333206176758,0.21488353610038757
0.04458333179354668,49.54166793823242,0.21195295453071594
0.04500000178813934,49.5,0.2099618911743164
0.04541666805744171,49.45833206176758,0.20800000429153442
0.04583333432674408,49.41666793823242,0.20800000429153442
0.04625000059604645,49.375,0.2069842666387558
0.046666666865348816,49.33333206176758,0.20600000023841858
0.047083333134651184,49.29166793823242,0.20600000023841858
0.04749999940395355,49.25,0.204006627202034
0.04791666567325592,49.20833206176758,0.20302006602287292
0.04833333194255829,49.16666793823242,0.20200000703334808
0.04874999821186066,49.125,0.20200000703334808
0.04916666820645332,49.08333206176758,0.20395757257938385
0.04958333447575569,49.04166793823242,0.20689277350902557
0.05000000074505806,49,0.21087487041950226
0.05041666701436043,49,0.21771395206451416
0.050833333283662796,49,0.22567816078662872
