Time (s),Intensity
0.00041666667675599456,0.3200282156467438
0.0008333333535119891,0.3061268627643585
0.0012499999720603228,0.29025375843048096
0.0016666667070239782,0.2743665277957916
0.0020833334419876337,0.259415864944458
0.0024999999441206455,0.24836651980876923
0.002916666679084301,0.2384369969367981
0.0033333334140479565,0.22850748896598816
0.0037499999161809683,0.22046519815921783
0.004166666883975267,0.21252158284187317
0.004583333153277636,0.20542995631694794
0.004999999888241291,0.19947224855422974
0.0054166666232049465,0.19534537196159363
0.005833333358168602,0.18955682218074799
0.0062500000931322575,0.1854017674922943
0.006666666828095913,0.18142995238304138
0.007083333563059568,0.17745815217494965
0.007499999832361937,0.1752466857433319
0.007916666567325592,0.17151454091072083
0.008333333767950535,0.1675427258014679
0.008750000037252903,0.1652889847755432
0.009166666306555271,0.16330307722091675
0.009583333507180214,0.16031011939048767
0.009999999776482582,0.1583242267370224
0.010416666977107525,0.29330071806907654
0.010833333246409893,0.3084951341152191
0.011250000447034836,0.29296034574508667
0.011666666716337204,0.27707311511039734
0.012083332985639572,0.2617841064929962
0.012500000186264515,0.2500581443309784
0.012916666455566883,0.24012862145900726
0.013333333656191826,0.23019909858703613
0.013749999925494194,0.2218184918165207
0.014166667126119137,0.21387486159801483
0.014583333395421505,0.2064449042081833
0.014999999664723873,0.20048721134662628
0.015416666865348816,0.19602201879024506
0.015833333134651184,0.19057178497314453
0.016249999403953552,0.18607839941978455
0.01666666753590107,0.18210658431053162
0.017083333805203438,0.17813478410243988
0.017500000074505806,0.17558501660823822
0.017916666343808174,0.17219118773937225
0.018333332613110542,0.16821937263011932
0.01875000074505806,0.16562730073928833
0.019166667014360428,0.16364140808582306
0.019583333283662796,0.16064845025539398
0.019999999552965164,0.15866254270076752
0.020416665822267532,0.20261962711811066
0.02083333395421505,0.23352515697479248
0.021250000223517418,0.24820448458194733
0.021666666492819786,0.27681776881217957
0.022083332762122154,0.3286901116371155
0.02250000089406967,0.39321786165237427
0.02291666716337204,0.46053504943847656
0.023333333432674408,0.5164371728897095
0.023749999701976776,0.5482811331748962
0.024166665971279144,0.5661577582359314
0.02458333410322666,0.5753576755523682
0.02500000037252903,0.5791683197021484
0.025416666641831398,0.5798528790473938
0.025833332911133766,0.5768598318099976
0.026249999180436134,0.5747550129890442
0.02666666731238365,0.570783257484436
0.02708333358168602,0.56571364402771
0.027499999850988388,0.5608396530151367
0.027916666120290756,0.5568678379058838
0.028333334252238274,0.5528960227966309
0.028750000521540642,0.5489242076873779
0.02916666679084301,0.544952392578125
0.029583333060145378,0.5409805774688721
0.029999999329447746,0.5370008945465088
0.030416667461395264,0.5330228805541992
0.030833333730697632,0.5290510654449463
0.03125,0.5250793099403381
0.03166666626930237,0.5220502018928528
0.032083332538604736,0.5191356539726257
0.032499998807907104,0.5160784125328064
0.03291666507720947,0.5140925049781799
0.03333333507180214,0.5112202763557434
0.03375000134110451,0.5091277360916138
0.034166667610406876,0.5061347484588623
0.034583333879709244,0.5033048391342163
0.03500000014901161,0.4993330240249634
0.03541666641831398,0.49536120891571045
0.03583333268761635,0.4913893938064575
