Model,MSO2024B
Firmware Version,1.56

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,1e-05,
Sample Interval,1e-09,
Filter Frequency,2e+08,
Record Length,100000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.5,0.5
Label,,
TIME,CH1,CH2
9.9943100e-04,0,-0.01
9.9943200e-04,0.02,-0.01
9.9943300e-04,0,-0.01
9.9943400e-04,0.02,-0.01
9.9943500e-04,0.02,-0.01
9.9943600e-04,0.02,-0.01
9.9943700e-04,0,-0.01
9.9943800e-04,0,-0.01
9.9943900e-04,0,-0.01
9.9944000e-04,0.02,0.01
9.9944100e-04,0.02,0.01
9.9944200e-04,0.02,0.01
9.9944300e-04,0.02,0.01
9.9944400e-04,0,0.03
9.9944500e-04,0.02,0.01
9.9944600e-04,0,0.03
9.9944700e-04,0.02,0.03
9.9944800e-04,0,0.03
9.9944900e-04,0,0.03
9.9945000e-04,0,0.01
9.9945100e-04,0.02,0.01
9.9945200e-04,0,0.01
9.9945300e-04,0,0.01
9.9945400e-04,0,0.01
9.9945500e-04,0,0.01
9.9945600e-04,0.02,0.03
9.9945700e-04,0.02,0.01
9.9945800e-04,0.02,0.01
9.9945900e-04,0.02,0.01
9.9946000e-04,0.02,0.01
9.9946100e-04,0.02,0.01
9.9946200e-04,0.02,0.01
9.9946300e-04,0,0.01
9.9946400e-04,0,0.01
9.9946500e-04,0.02,0.03
9.9946600e-04,0.02,0.01
9.9946700e-04,0,0.03
9.9946800e-04,0,0.03
9.9946900e-04,0.02,0.01
9.9947000e-04,0,0.01
9.9947100e-04,0,0.01
9.9947200e-04,0,0.01
9.9947300e-04,0,0.03
9.9947400e-04,0,0.01
9.9947500e-04,0,0.01
9.9947600e-04,0,0.01
9.9947700e-04,-0.02,0.01
9.9947800e-04,0,0.01
9.9947900e-04,0,0.01
9.9948000e-04,0,0.01
9.9948100e-04,0,0.01
9.9948200e-04,-0.02,0.01
9.9948300e-04,-0.02,0.01
9.9948400e-04,-0.02,0.01
9.9948500e-04,0,0.01
9.9948600e-04,0,0.01
9.9948700e-04,0.02,0.01
9.9948800e-04,0.02,0.01
9.9948900e-04,0.02,0.01
9.9949000e-04,0.02,0.01
9.9949100e-04,0.02,0.01
9.9949200e-04,0.02,0.01
9.9949300e-04,0,0.01
9.9949400e-04,0,0.01
9.9949500e-04,0,0.01
9.9949600e-04,0,0.01
9.9949700e-04,0,-0.01
9.9949800e-04,0.02,0.01
9.9949900e-04,0,0.01
9.9950000e-04,0.02,0.01
9.9950100e-04,0,-0.01
9.9950200e-04,0.02,0.01
9.9950300e-04,0,-0.01
9.9950400e-04,0.02,0.01
9.9950500e-04,0,-0.01
9.9950600e-04,0,0.01
9.9950700e-04,0,-0.01
9.9950800e-04,0,0.01
9.9950900e-04,0,0.01
9.9951000e-04,0.02,0.03
9.9951100e-04,0,0.01
9.9951200e-04,0.02,0.01
9.9951300e-04,0,0.01
9.9951400e-04,0,0.01
9.9951500e-04,0.02,0.01
9.9951600e-04,0.02,0.01
9.9951700e-04,0,-0.01
9.9951800e-04,0.02,-0.01
9.9951900e-04,0,-0.01
9.9952000e-04,0.02,-0.01
9.9952100e-04,0.02,-0.01
9.9952200e-04,0.02,-0.01
9.9952300e-04,0.02,-0.01
9.9952400e-04,0.02,-0.01
9.9952500e-04,0.02,0.01
9.9952600e-04,0.02,0.01
9.9952700e-04,0.02,0.01
9.9952800e-04,0.02,0.01
9.9952900e-04,0,-0.01
9.9953000e-04,0,-0.01
9.9953100e-04,0,-0.01
9.9953200e-04,0.02,0.01
9.9953300e-04,0.02,0.01
9.9953400e-04,0.02,0.01
9.9953500e-04,0.02,0.01
9.9953600e-04,0.02,0.01
9.9953700e-04,0,0.01
9.9953800e-04,0,0.01
9.9953900e-04,0,0.01
9.9954000e-04,0,0.01
9.9954100e-04,0,0.03
9.9954200e-04,0,0.03
9.9954300e-04,0,0.03
9.9954400e-04,0,0.05
9.9954500e-04,0,0.03
9.9954600e-04,0.02,0.03
9.9954700e-04,0.02,0.03
9.9954800e-04,0.02,0.03
9.9954900e-04,0,0.03
9.9955000e-04,0,0.01
9.9955100e-04,0,0.01
9.9955200e-04,0,0.01
9.9955300e-04,0,0.01
9.9955400e-04,0.02,0.01
9.9955500e-04,0.02,0.01
9.9955600e-04,0.02,0.01
9.9955700e-04,0.02,0.01
9.9955800e-04,0.02,-0.01
9.9955900e-04,0.02,-0.01
9.9956000e-04,0,0.01
9.9956100e-04,0,0.01
9.9956200e-04,0,0.01
9.9956300e-04,0,0.03
9.9956400e-04,0.02,0.01
9.9956500e-04,0.02,0.01
9.9956600e-04,0.02,-0.01
9.9956700e-04,0.02,-0.01
9.9956800e-04,0.04,0.01
9.9956900e-04,0.02,0.01
9.9957000e-04,0.02,0.01
9.9957100e-04,0.02,0.01
9.9957200e-04,0.02,0.01
9.9957300e-04,0.02,0.01
9.9957400e-04,0.02,0.03
9.9957500e-04,0,0.03
9.9957600e-04,0.02,0.03
9.9957700e-04,0,0.03
9.9957800e-04,0.02,0.01
9.9957900e-04,0.02,0.01
9.9958000e-04,0.04,0.01
9.9958100e-04,0.02,0.03
9.9958200e-04,0.02,0.03
9.9958300e-04,0.02,0.01
9.9958400e-04,0.02,0.01
9.9958500e-04,0.02,0.03
9.9958600e-04,0.02,0.01
9.9958700e-04,0.02,0.01
9.9958800e-04,0.02,0.01
9.9958900e-04,0.02,0.01
9.9959000e-04,0.02,0.01
9.9959100e-04,0.02,0.01
9.9959200e-04,0,0.01
9.9959300e-04,0.02,0.01
9.9959400e-04,0.02,0.01
9.9959500e-04,0.02,0.03
9.9959600e-04,0.02,0.03
9.9959700e-04,0.02,0.03
9.9959800e-04,0.02,0.03
9.9959900e-04,0.02,0.03
9.9960000e-04,0.04,0.01
9.9960100e-04,0.04,0.03
9.9960200e-04,0.04,0.01
9.9960300e-04,0.04,0.01
9.9960400e-04,0.04,0.03
9.9960500e-04,0.04,0.03
9.9960600e-04,0.04,0.03
9.9960700e-04,0.04,0.01
9.9960800e-04,0.04,0.01
9.9960900e-04,0.04,0.01
9.9961000e-04,0.04,0.01
9.9961100e-04,0.04,0.03
9.9961200e-04,0.04,0.01
9.9961300e-04,0.04,0.03
9.9961400e-04,0.02,0.01
9.9961500e-04,0.02,0.01
9.9961600e-04,0.02,0.03
9.9961700e-04,0.02,0.03
9.9961800e-04,0.04,0.03
9.9961900e-04,0.04,0.03
9.9962000e-04,0.02,0.01
9.9962100e-04,0.02,0.01
9.9962200e-04,0.04,0.01
9.9962300e-04,0.04,0.03
9.9962400e-04,0.04,0.01
9.9962500e-04,0.04,0.03
9.9962600e-04,0.04,0.01
9.9962700e-04,0.04,0.01
9.9962800e-04,0.04,0.01
9.9962900e-04,0.02,0.01
9.9963000e-04,0.04,0.01
9.9963100e-04,0.04,0.01
9.9963200e-04,0.04,0.03
9.9963300e-04,0.04,0.03
9.9963400e-04,0.04,0.01
9.9963500e-04,0.04,0.01
9.9963600e-04,0.06,0.01
9.9963700e-04,0.04,0.01
9.9963800e-04,0.04,0.03
9.9963900e-04,0.02,0.03
9.9964000e-04,0.04,0.03
9.9964100e-04,0.04,0.03
9.9964200e-04,0.04,0.01
9.9964300e-04,0.04,0.03
9.9964400e-04,0.04,0.03
9.9964500e-04,0.04,0.05
9.9964600e-04,0.04,0.05
9.9964700e-04,0.02,0.03
9.9964800e-04,0.04,0.03
9.9964900e-04,0.04,0.03
9.9965000e-04,0.04,0.03
9.9965100e-04,0.02,0.03
9.9965200e-04,0.04,0.03
9.9965300e-04,0.04,0.03
9.9965400e-04,0.04,0.01
9.9965500e-04,0.04,0.01
9.9965600e-04,0.04,0.03
9.9965700e-04,0.04,0.03
9.9965800e-04,0.04,0.03
9.9965900e-04,0.04,0.03
9.9966000e-04,0.06,0.03
9.9966100e-04,0.02,0.03
9.9966200e-04,0.02,0.03
9.9966300e-04,0.04,0.01
9.9966400e-04,0.06,0.01
9.9966500e-04,0.06,0.03
9.9966600e-04,0.06,0.03
9.9966700e-04,0.06,0.03
9.9966800e-04,0.04,0.01
9.9966900e-04,0.04,0.03
9.9967000e-04,0.04,0.03
9.9967100e-04,0.04,0.03
9.9967200e-04,0.04,0.03
9.9967300e-04,0.04,0.03
9.9967400e-04,0.04,0.03
9.9967500e-04,0.04,0.03
9.9967600e-04,0.06,0.05
9.9967700e-04,0.04,0.03
9.9967800e-04,0.04,0.03
9.9967900e-04,0.04,0.03
9.9968000e-04,0.06,0.03
9.9968100e-04,0.04,0.03
9.9968200e-04,0.06,0.03
9.9968300e-04,0.06,0.03
9.9968400e-04,0.06,0.03
9.9968500e-04,0.06,0.03
9.9968600e-04,0.06,0.03
9.9968700e-04,0.06,0.03
9.9968800e-04,0.06,0.03
9.9968900e-04,0.06,0.03
9.9969000e-04,0.06,0.03
9.9969100e-04,0.06,0.03
9.9969200e-04,0.06,0.05
9.9969300e-04,0.04,0.03
9.9969400e-04,0.06,0.03
9.9969500e-04,0.04,0.03
9.9969600e-04,0.04,0.03
9.9969700e-04,0.04,0.03
9.9969800e-04,0.04,0.05
9.9969900e-04,0.06,0.03
9.9970000e-04,0.06,0.03
9.9970100e-04,0.06,0.03
9.9970200e-04,0.08,0.03
9.9970300e-04,0.06,0.05
9.9970400e-04,0.06,0.05
9.9970500e-04,0.06,0.05
9.9970600e-04,0.06,0.05
9.9970700e-04,0.06,0.03
9.9970800e-04,0.06,0.03
9.9970900e-04,0.06,0.03
9.9971000e-04,0.06,0.03
9.9971100e-04,0.06,0.03
9.9971200e-04,0.06,0.05
9.9971300e-04,0.06,0.05
9.9971400e-04,0.06,0.05
9.9971500e-04,0.06,0.05
9.9971600e-04,0.06,0.03
9.9971700e-04,0.06,0.03
9.9971800e-04,0.06,0.05
9.9971900e-04,0.08,0.05
9.9972000e-04,0.08,0.05
9.9972100e-04,0.08,0.05
9.9972200e-04,0.08,0.03
9.9972300e-04,0.08,0.03
9.9972400e-04,0.08,0.03
9.9972500e-04,0.06,0.03
9.9972600e-04,0.06,0.05
9.9972700e-04,0.06,0.05
9.9972800e-04,0.08,0.05
9.9972900e-04,0.08,0.05
9.9973000e-04,0.08,0.07
9.9973100e-04,0.06,0.07
9.9973200e-04,0.08,0.07
9.9973300e-04,0.08,0.07
9.9973400e-04,0.08,0.05
9.9973500e-04,0.08,0.05
9.9973600e-04,0.08,0.05
9.9973700e-04,0.08,0.07
9.9973800e-04,0.08,0.07
9.9973900e-04,0.08,0.05
9.9974000e-04,0.08,0.07
9.9974100e-04,0.08,0.05
9.9974200e-04,0.08,0.03
9.9974300e-04,0.1,0.03
9.9974400e-04,0.08,0.05
9.9974500e-04,0.08,0.05
9.9974600e-04,0.08,0.05
9.9974700e-04,0.08,0.05
9.9974800e-04,0.08,0.05
9.9974900e-04,0.1,0.05
9.9975000e-04,0.1,0.05
9.9975100e-04,0.1,0.05
9.9975200e-04,0.1,0.05
9.9975300e-04,0.1,0.05
9.9975400e-04,0.1,0.05
9.9975500e-04,0.1,0.05
9.9975600e-04,0.12,0.05
9.9975700e-04,0.1,0.05
9.9975800e-04,0.12,0.05
9.9975900e-04,0.1,0.05
9.9976000e-04,0.1,0.05
9.9976100e-04,0.1,0.05
9.9976200e-04,0.1,0.07
9.9976300e-04,0.1,0.07
9.9976400e-04,0.1,0.05
9.9976500e-04,0.1,0.07
9.9976600e-04,0.1,0.07
9.9976700e-04,0.1,0.05
9.9976800e-04,0.1,0.07
9.9976900e-04,0.1,0.07
9.9977000e-04,0.1,0.07
9.9977100e-04,0.1,0.07
9.9977200e-04,0.1,0.07
9.9977300e-04,0.1,0.07
9.9977400e-04,0.1,0.07
9.9977500e-04,0.1,0.07
9.9977600e-04,0.12,0.09
9.9977700e-04,0.12,0.09
9.9977800e-04,0.12,0.09
9.9977900e-04,0.1,0.07
9.9978000e-04,0.1,0.07
9.9978100e-04,0.12,0.07
9.9978200e-04,0.12,0.07
9.9978300e-04,0.12,0.05
9.9978400e-04,0.12,0.05
9.9978500e-04,0.14,0.05
9.9978600e-04,0.14,0.07
9.9978700e-04,0.14,0.07
9.9978800e-04,0.14,0.07
9.9978900e-04,0.12,0.07
9.9979000e-04,0.12,0.07
9.9979100e-04,0.12,0.07
9.9979200e-04,0.12,0.07
9.9979300e-04,0.12,0.07
9.9979400e-04,0.12,0.07
9.9979500e-04,0.12,0.07
9.9979600e-04,0.14,0.09
9.9979700e-04,0.14,0.07
9.9979800e-04,0.14,0.09
9.9979900e-04,0.14,0.07
9.9980000e-04,0.14,0.07
9.9980100e-04,0.14,0.09
9.9980200e-04,0.14,0.09
9.9980300e-04,0.14,0.09
9.9980400e-04,0.14,0.09
9.9980500e-04,0.14,0.09
9.9980600e-04,0.14,0.09
9.9980700e-04,0.14,0.09
9.9980800e-04,0.16,0.09
9.9980900e-04,0.16,0.07
9.9981000e-04,0.14,0.09
9.9981100e-04,0.14,0.09
9.9981200e-04,0.14,0.11
9.9981300e-04,0.16,0.07
9.9981400e-04,0.16,0.07
9.9981500e-04,0.16,0.09
9.9981600e-04,0.16,0.09
9.9981700e-04,0.16,0.09
9.9981800e-04,0.16,0.09
9.9981900e-04,0.16,0.09
9.9982000e-04,0.16,0.09
9.9982100e-04,0.16,0.09
9.9982200e-04,0.16,0.09
9.9982300e-04,0.16,0.09
9.9982400e-04,0.14,0.09
9.9982500e-04,0.16,0.09
9.9982600e-04,0.16,0.11
9.9982700e-04,0.16,0.11
9.9982800e-04,0.16,0.11
9.9982900e-04,0.16,0.11
9.9983000e-04,0.16,0.11
9.9983100e-04,0.18,0.09
9.9983200e-04,0.18,0.09
9.9983300e-04,0.18,0.09
9.9983400e-04,0.18,0.11
9.9983500e-04,0.18,0.11
9.9983600e-04,0.16,0.11
9.9983700e-04,0.16,0.11
9.9983800e-04,0.18,0.11
9.9983900e-04,0.18,0.11
9.9984000e-04,0.18,0.11
9.9984100e-04,0.2,0.13
9.9984200e-04,0.2,0.15
9.9984300e-04,0.2,0.13
9.9984400e-04,0.18,0.13
9.9984500e-04,0.18,0.11
9.9984600e-04,0.18,0.13
9.9984700e-04,0.18,0.11
9.9984800e-04,0.18,0.13
9.9984900e-04,0.18,0.13
9.9985000e-04,0.18,0.13
9.9985100e-04,0.2,0.15
9.9985200e-04,0.18,0.15
9.9985300e-04,0.18,0.13
9.9985400e-04,0.18,0.13
9.9985500e-04,0.18,0.13
9.9985600e-04,0.18,0.13
9.9985700e-04,0.18,0.13
9.9985800e-04,0.2,0.13
9.9985900e-04,0.18,0.13
9.9986000e-04,0.2,0.13
9.9986100e-04,0.2,0.11
9.9986200e-04,0.2,0.13
9.9986300e-04,0.2,0.13
9.9986400e-04,0.22,0.13
9.9986500e-04,0.22,0.15
9.9986600e-04,0.2,0.15
9.9986700e-04,0.2,0.15
9.9986800e-04,0.2,0.15
9.9986900e-04,0.2,0.13
9.9987000e-04,0.22,0.15
9.9987100e-04,0.22,0.13
9.9987200e-04,0.22,0.15
9.9987300e-04,0.2,0.15
9.9987400e-04,0.2,0.15
9.9987500e-04,0.2,0.15
9.9987600e-04,0.2,0.15
9.9987700e-04,0.22,0.17
9.9987800e-04,0.22,0.17
9.9987900e-04,0.22,0.15
9.9988000e-04,0.22,0.15
9.9988100e-04,0.24,0.15
9.9988200e-04,0.24,0.15
9.9988300e-04,0.22,0.15
9.9988400e-04,0.22,0.17
9.9988500e-04,0.24,0.17
9.9988600e-04,0.22,0.17
9.9988700e-04,0.22,0.15
9.9988800e-04,0.22,0.15
9.9988900e-04,0.22,0.17
9.9989000e-04,0.24,0.17
9.9989100e-04,0.24,0.17
9.9989200e-04,0.24,0.17
9.9989300e-04,0.24,0.17
9.9989400e-04,0.24,0.19
9.9989500e-04,0.24,0.17
9.9989600e-04,0.24,0.17
9.9989700e-04,0.26,0.19
9.9989800e-04,0.24,0.19
9.9989900e-04,0.24,0.17
9.9990000e-04,0.24,0.19
9.9990100e-04,0.26,0.19
9.9990200e-04,0.24,0.19
9.9990300e-04,0.26,0.19
9.9990400e-04,0.26,0.19
9.9990500e-04,0.26,0.19
9.9990600e-04,0.26,0.19
9.9990700e-04,0.26,0.19
9.9990800e-04,0.26,0.19
9.9990900e-04,0.26,0.19
9.9991000e-04,0.26,0.19
9.9991100e-04,0.28,0.19
9.9991200e-04,0.26,0.21
9.9991300e-04,0.28,0.19
9.9991400e-04,0.28,0.21
9.9991500e-04,0.28,0.21
9.9991600e-04,0.28,0.23
9.9991700e-04,0.28,0.21
9.9991800e-04,0.28,0.21
9.9991900e-04,0.28,0.19
9.9992000e-04,0.28,0.19
9.9992100e-04,0.28,0.21
9.9992200e-04,0.28,0.23
9.9992300e-04,0.28,0.21
9.9992400e-04,0.3,0.21
9.9992500e-04,0.3,0.19
9.9992600e-04,0.28,0.21
9.9992700e-04,0.3,0.19
9.9992800e-04,0.28,0.21
9.9992900e-04,0.28,0.21
9.9993000e-04,0.3,0.21
9.9993100e-04,0.32,0.23
9.9993200e-04,0.3,0.21
9.9993300e-04,0.3,0.21
9.9993400e-04,0.3,0.23
9.9993500e-04,0.3,0.23
9.9993600e-04,0.32,0.23
9.9993700e-04,0.32,0.23
9.9993800e-04,0.3,0.25
9.9993900e-04,0.3,0.25
9.9994000e-04,0.3,0.25
9.9994100e-04,0.32,0.23
9.9994200e-04,0.32,0.23
9.9994300e-04,0.32,0.23
9.9994400e-04,0.32,0.25
9.9994500e-04,0.32,0.25
9.9994600e-04,0.32,0.25
9.9994700e-04,0.34,0.27
9.9994800e-04,0.32,0.27
9.9994900e-04,0.32,0.25
9.9995000e-04,0.34,0.25
9.9995100e-04,0.34,0.25
9.9995200e-04,0.34,0.25
9.9995300e-04,0.34,0.27
9.9995400e-04,0.32,0.25
9.9995500e-04,0.34,0.25
9.9995600e-04,0.34,0.25
9.9995700e-04,0.34,0.25
9.9995800e-04,0.34,0.27
9.9995900e-04,0.34,0.27
9.9996000e-04,0.36,0.27
9.9996100e-04,0.36,0.27
9.9996200e-04,0.34,0.27
9.9996300e-04,0.36,0.27
9.9996400e-04,0.34,0.29
9.9996500e-04,0.36,0.27
9.9996600e-04,0.36,0.27
9.9996700e-04,0.36,0.27
9.9996800e-04,0.36,0.29
9.9996900e-04,0.36,0.29
9.9997000e-04,0.36,0.31
9.9997100e-04,0.36,0.29
9.9997200e-04,0.36,0.29
9.9997300e-04,0.36,0.27
9.9997400e-04,0.36,0.29
9.9997500e-04,0.38,0.29
9.9997600e-04,0.38,0.31
9.9997700e-04,0.38,0.31
9.9997800e-04,0.38,0.31
9.9997900e-04,0.4,0.29
9.9998000e-04,0.38,0.31
9.9998100e-04,0.4,0.29
9.9998200e-04,0.38,0.31
9.9998300e-04,0.36,0.31
9.9998400e-04,0.38,0.33
9.9998500e-04,0.38,0.31
9.9998600e-04,0.38,0.33
9.9998700e-04,0.38,0.31
9.9998800e-04,0.38,0.33
9.9998900e-04,0.4,0.33
9.9999000e-04,0.4,0.35
9.9999100e-04,0.4,0.35
9.9999200e-04,0.4,0.35
9.9999300e-04,0.4,0.35
9.9999400e-04,0.4,0.35
9.9999500e-04,0.4,0.33
9.9999600e-04,0.4,0.33
9.9999700e-04,0.4,0.33
9.9999800e-04,0.4,0.35
9.9999900e-04,0.42,0.33
1.0000000e-03,0.4,0.35
1.0000010e-03,0.42,0.35
1.0000020e-03,0.4,0.37
1.0000030e-03,0.42,0.35
1.0000040e-03,0.4,0.35
1.0000050e-03,0.4,0.35
1.0000060e-03,0.42,0.37
1.0000070e-03,0.42,0.35
1.0000080e-03,0.42,0.35
1.0000090e-03,0.42,0.35
1.0000100e-03,0.42,0.37
1.0000110e-03,0.44,0.37
1.0000120e-03,0.42,0.39
1.0000130e-03,0.42,0.37
1.0000140e-03,0.42,0.39
1.0000150e-03,0.44,0.37
1.0000160e-03,0.44,0.39
1.0000170e-03,0.44,0.37
1.0000180e-03,0.44,0.37
1.0000190e-03,0.44,0.37
1.0000200e-03,0.44,0.37
1.0000210e-03,0.44,0.37
1.0000220e-03,0.44,0.39
1.0000230e-03,0.46,0.37
1.0000240e-03,0.46,0.39
1.0000250e-03,0.46,0.37
1.0000260e-03,0.46,0.39
1.0000270e-03,0.46,0.39
1.0000280e-03,0.44,0.39
1.0000290e-03,0.46,0.39
1.0000300e-03,0.46,0.41
1.0000310e-03,0.46,0.41
1.0000320e-03,0.46,0.43
1.0000330e-03,0.48,0.41
1.0000340e-03,0.46,0.41
1.0000350e-03,0.48,0.41
1.0000360e-03,0.46,0.41
1.0000370e-03,0.48,0.41
1.0000380e-03,0.48,0.41
1.0000390e-03,0.48,0.41
1.0000400e-03,0.48,0.43
1.0000410e-03,0.48,0.43
1.0000420e-03,0.48,0.43
1.0000430e-03,0.5,0.43
1.0000440e-03,0.5,0.45
1.0000450e-03,0.48,0.45
1.0000460e-03,0.5,0.45
1.0000470e-03,0.5,0.45
1.0000480e-03,0.48,0.45
1.0000490e-03,0.48,0.45
1.0000500e-03,0.48,0.43
1.0000510e-03,0.48,0.45
1.0000520e-03,0.48,0.45
1.0000530e-03,0.5,0.45
1.0000540e-03,0.5,0.47
1.0000550e-03,0.52,0.47
1.0000560e-03,0.52,0.49
1.0000570e-03,0.54,0.47
1.0000580e-03,0.52,0.49
1.0000590e-03,0.52,0.47
1.0000600e-03,0.5,0.47
1.0000610e-03,0.5,0.47
1.0000620e-03,0.5,0.47
1.0000630e-03,0.52,0.47
1.0000640e-03,0.52,0.49
1.0000650e-03,0.54,0.49
1.0000660e-03,0.54,0.49
1.0000670e-03,0.54,0.49
1.0000680e-03,0.52,0.49
1.0000690e-03,0.52,0.49
1.0000700e-03,0.52,0.49
1.0000710e-03,0.54,0.49
1.0000720e-03,0.54,0.49
1.0000730e-03,0.54,0.51
1.0000740e-03,0.54,0.51
1.0000750e-03,0.54,0.51
1.0000760e-03,0.54,0.51
1.0000770e-03,0.54,0.51
1.0000780e-03,0.54,0.53
1.0000790e-03,0.54,0.53
1.0000800e-03,0.54,0.53
1.0000810e-03,0.54,0.53
1.0000820e-03,0.56,0.53
1.0000830e-03,0.56,0.53
1.0000840e-03,0.56,0.53
1.0000850e-03,0.56,0.53
1.0000860e-03,0.56,0.53
1.0000870e-03,0.56,0.53
1.0000880e-03,0.56,0.55
1.0000890e-03,0.56,0.55
1.0000900e-03,0.56,0.57
1.0000910e-03,0.56,0.55
1.0000920e-03,0.56,0.55
1.0000930e-03,0.56,0.55
1.0000940e-03,0.58,0.55
1.0000950e-03,0.58,0.55
1.0000960e-03,0.58,0.57
1.0000970e-03,0.58,0.57
1.0000980e-03,0.56,0.57
1.0000990e-03,0.58,0.57
1.0001000e-03,0.56,0.57
1.0001010e-03,0.58,0.55
1.0001020e-03,0.58,0.57
1.0001030e-03,0.58,0.57
1.0001040e-03,0.6,0.57
1.0001050e-03,0.6,0.57
1.0001060e-03,0.58,0.57
1.0001070e-03,0.6,0.57
1.0001080e-03,0.58,0.57
1.0001090e-03,0.58,0.57
1.0001100e-03,0.58,0.59
1.0001110e-03,0.58,0.59
1.0001120e-03,0.6,0.59
1.0001130e-03,0.6,0.59
1.0001140e-03,0.6,0.59
1.0001150e-03,0.6,0.59
1.0001160e-03,0.6,0.61
1.0001170e-03,0.6,0.61
1.0001180e-03,0.6,0.61
1.0001190e-03,0.6,0.61
1.0001200e-03,0.62,0.63
1.0001210e-03,0.62,0.63
1.0001220e-03,0.62,0.63
1.0001230e-03,0.62,0.61
1.0001240e-03,0.64,0.63
1.0001250e-03,0.62,0.61
1.0001260e-03,0.62,0.63
1.0001270e-03,0.64,0.63
1.0001280e-03,0.62,0.67
1.0001290e-03,0.62,0.65
1.0001300e-03,0.62,0.65
1.0001310e-03,0.62,0.65
1.0001320e-03,0.62,0.65
1.0001330e-03,0.64,0.65
1.0001340e-03,0.62,0.67
1.0001350e-03,0.62,0.65
1.0001360e-03,0.62,0.65
1.0001370e-03,0.66,0.65
1.0001380e-03,0.64,0.67
1.0001390e-03,0.64,0.65
1.0001400e-03,0.64,0.67
1.0001410e-03,0.64,0.67
1.0001420e-03,0.64,0.67
1.0001430e-03,0.66,0.67
1.0001440e-03,0.66,0.69
1.0001450e-03,0.66,0.69
1.0001460e-03,0.66,0.69
1.0001470e-03,0.66,0.69
1.0001480e-03,0.66,0.67
1.0001490e-03,0.66,0.69
1.0001500e-03,0.66,0.69
1.0001510e-03,0.68,0.69
1.0001520e-03,0.66,0.69
1.0001530e-03,0.66,0.69
1.0001540e-03,0.66,0.69
1.0001550e-03,0.68,0.69
1.0001560e-03,0.68,0.71
1.0001570e-03,0.68,0.71
1.0001580e-03,0.66,0.71
1.0001590e-03,0.68,0.71
1.0001600e-03,0.68,0.71
1.0001610e-03,0.68,0.71
1.0001620e-03,0.68,0.71
1.0001630e-03,0.68,0.73
1.0001640e-03,0.66,0.75
1.0001650e-03,0.68,0.73
1.0001660e-03,0.68,0.75
1.0001670e-03,0.68,0.73
1.0001680e-03,0.68,0.73
1.0001690e-03,0.68,0.73
1.0001700e-03,0.7,0.73
1.0001710e-03,0.7,0.73
1.0001720e-03,0.68,0.75
1.0001730e-03,0.68,0.75
1.0001740e-03,0.68,0.73
1.0001750e-03,0.68,0.75
1.0001760e-03,0.68,0.77
1.0001770e-03,0.68,0.75
1.0001780e-03,0.68,0.75
1.0001790e-03,0.68,0.77
1.0001800e-03,0.68,0.75
1.0001810e-03,0.7,0.75
1.0001820e-03,0.7,0.75
1.0001830e-03,0.7,0.75
1.0001840e-03,0.7,0.75
1.0001850e-03,0.72,0.77
1.0001860e-03,0.7,0.77
1.0001870e-03,0.72,0.77
1.0001880e-03,0.7,0.79
1.0001890e-03,0.72,0.79
1.0001900e-03,0.72,0.79
1.0001910e-03,0.72,0.77
1.0001920e-03,0.72,0.79
1.0001930e-03,0.72,0.79
1.0001940e-03,0.72,0.79
1.0001950e-03,0.72,0.79
1.0001960e-03,0.72,0.81
1.0001970e-03,0.72,0.81
1.0001980e-03,0.72,0.81
1.0001990e-03,0.72,0.81
1.0002000e-03,0.72,0.81
1.0002010e-03,0.72,0.81
1.0002020e-03,0.72,0.81
1.0002030e-03,0.74,0.81
1.0002040e-03,0.72,0.81
1.0002050e-03,0.74,0.83
1.0002060e-03,0.72,0.83
1.0002070e-03,0.74,0.83
1.0002080e-03,0.74,0.83
1.0002090e-03,0.74,0.83
1.0002100e-03,0.72,0.83
1.0002110e-03,0.74,0.83
1.0002120e-03,0.72,0.83
1.0002130e-03,0.74,0.85
1.0002140e-03,0.72,0.85
1.0002150e-03,0.74,0.85
1.0002160e-03,0.74,0.83
1.0002170e-03,0.76,0.85
1.0002180e-03,0.74,0.85
1.0002190e-03,0.74,0.85
1.0002200e-03,0.74,0.85
1.0002210e-03,0.76,0.85
1.0002220e-03,0.74,0.85
1.0002230e-03,0.76,0.83
1.0002240e-03,0.76,0.85
1.0002250e-03,0.76,0.85
1.0002260e-03,0.74,0.85
1.0002270e-03,0.74,0.85
1.0002280e-03,0.74,0.87
1.0002290e-03,0.78,0.85
1.0002300e-03,0.76,0.87
1.0002310e-03,0.78,0.85
1.0002320e-03,0.76,0.87
1.0002330e-03,0.76,0.87
1.0002340e-03,0.74,0.87
1.0002350e-03,0.76,0.87
1.0002360e-03,0.76,0.87
1.0002370e-03,0.78,0.87
1.0002380e-03,0.76,0.87
1.0002390e-03,0.78,0.89
1.0002400e-03,0.76,0.89
1.0002410e-03,0.78,0.89
1.0002420e-03,0.76,0.89
1.0002430e-03,0.78,0.89
1.0002440e-03,0.76,0.91
1.0002450e-03,0.78,0.89
1.0002460e-03,0.78,0.91
1.0002470e-03,0.8,0.91
1.0002480e-03,0.78,0.91
1.0002490e-03,0.8,0.91
