Model,MSO2024B
Firmware Version,1.56

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,1e-05,
Sample Interval,1e-09,
Filter Frequency,2e+08,
Record Length,100000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.5,0.5
Label,,
TIME,CH1,CH2
9.6524100e-04,0.02,0.01
9.6524200e-04,0.02,0.01
9.6524300e-04,0,-0.01
9.6524400e-04,0,-0.01
9.6524500e-04,0,0.01
9.6524600e-04,0,0.01
9.6524700e-04,0,0.01
9.6524800e-04,0,0.01
9.6524900e-04,0,0.01
9.6525000e-04,0,-0.01
9.6525100e-04,0,-0.01
9.6525200e-04,0,-0.01
9.6525300e-04,0,0.01
9.6525400e-04,-0.02,0.03
9.6525500e-04,0,0.01
9.6525600e-04,0,-0.01
9.6525700e-04,0,-0.01
9.6525800e-04,0,0.01
9.6525900e-04,0,0.01
9.6526000e-04,0.02,0.01
9.6526100e-04,0,-0.01
9.6526200e-04,0,-0.01
9.6526300e-04,0,-0.01
9.6526400e-04,0,-0.01
9.6526500e-04,-0.02,-0.01
9.6526600e-04,0,-0.01
9.6526700e-04,0,-0.01
9.6526800e-04,0.02,0.01
9.6526900e-04,0.02,0.01
9.6527000e-04,0.02,0.01
9.6527100e-04,0.02,0.01
9.6527200e-04,0.02,-0.01
9.6527300e-04,0.02,0.01
9.6527400e-04,0,-0.01
9.6527500e-04,0.02,0.01
9.6527600e-04,0.02,0.01
9.6527700e-04,0,0.03
9.6527800e-04,0.02,0.01
9.6527900e-04,0,0.01
9.6528000e-04,0,0.01
9.6528100e-04,0,0.01
9.6528200e-04,0,-0.01
9.6528300e-04,0,0.01
9.6528400e-04,0.02,-0.01
9.6528500e-04,0.02,0.01
9.6528600e-04,0.02,-0.01
9.6528700e-04,0.02,-0.01
9.6528800e-04,0,-0.01
9.6528900e-04,0,-0.01
9.6529000e-04,0,-0.01
9.6529100e-04,-0.02,0.01
9.6529200e-04,-0.02,0.01
9.6529300e-04,-0.02,0.01
9.6529400e-04,0,-0.01
9.6529500e-04,0,-0.01
9.6529600e-04,0,-0.01
9.6529700e-04,0,0.01
9.6529800e-04,0,0.01
9.6529900e-04,0,0.01
9.6530000e-04,0.02,0.01
9.6530100e-04,0.02,0.03
9.6530200e-04,0.02,0.01
9.6530300e-04,0.02,0.03
9.6530400e-04,0.02,0.01
9.6530500e-04,0,0.01
9.6530600e-04,0,0.01
9.6530700e-04,0,0.01
9.6530800e-04,0,0.01
9.6530900e-04,0,0.01
9.6531000e-04,0.02,0.01
9.6531100e-04,0.02,0.03
9.6531200e-04,0,0.01
9.6531300e-04,0,0.03
9.6531400e-04,0,0.01
9.6531500e-04,0,0.01
9.6531600e-04,-0.02,0.01
9.6531700e-04,-0.02,0.01
9.6531800e-04,0,0.01
9.6531900e-04,0.02,-0.01
9.6532000e-04,0.02,-0.01
9.6532100e-04,0.02,-0.01
9.6532200e-04,0,0.01
9.6532300e-04,0,0.01
9.6532400e-04,0.02,0.01
9.6532500e-04,0.02,0.01
9.6532600e-04,0.02,-0.01
9.6532700e-04,0.02,-0.01
9.6532800e-04,0.02,0.01
9.6532900e-04,0,0.01
9.6533000e-04,0.02,0.01
9.6533100e-04,0,-0.01
9.6533200e-04,-0.02,0.01
9.6533300e-04,0,0.01
9.6533400e-04,0,-0.01
9.6533500e-04,0,0.01
9.6533600e-04,0,0.01
9.6533700e-04,0.02,0.01
9.6533800e-04,0.02,0.01
9.6533900e-04,0,0.01
9.6534000e-04,0,0.01
9.6534100e-04,0,0.03
9.6534200e-04,0,0.01
9.6534300e-04,0.02,0.01
9.6534400e-04,0.02,0.01
9.6534500e-04,0,0.03
9.6534600e-04,0,0.01
9.6534700e-04,0,0.03
9.6534800e-04,0,0.01
9.6534900e-04,0,0.03
9.6535000e-04,0.02,-0.01
9.6535100e-04,0.02,-0.01
9.6535200e-04,0,-0.01
9.6535300e-04,0,-0.01
9.6535400e-04,0.02,0.01
9.6535500e-04,0,0.03
9.6535600e-04,0,0.01
9.6535700e-04,0,0.01
9.6535800e-04,0,0.01
9.6535900e-04,0,0.01
9.6536000e-04,0,0.01
9.6536100e-04,0,0.01
9.6536200e-04,0,0.01
9.6536300e-04,0,0.01
9.6536400e-04,0,0.03
9.6536500e-04,0,0.03
9.6536600e-04,0,0.01
9.6536700e-04,0,0.01
9.6536800e-04,0,0.03
9.6536900e-04,0,0.01
9.6537000e-04,0,0.01
9.6537100e-04,0,0.01
9.6537200e-04,0,0.01
9.6537300e-04,-0.02,0.01
9.6537400e-04,0,-0.01
9.6537500e-04,0,0.01
9.6537600e-04,0,0.01
9.6537700e-04,0,0.03
9.6537800e-04,0.02,0.01
9.6537900e-04,0,0.01
9.6538000e-04,0.02,-0.01
9.6538100e-04,0,0.01
9.6538200e-04,0,-0.01
9.6538300e-04,0,-0.01
9.6538400e-04,0,0.01
9.6538500e-04,0,0.01
9.6538600e-04,0.02,-0.01
9.6538700e-04,0,-0.01
9.6538800e-04,0,0.01
9.6538900e-04,0,0.01
9.6539000e-04,0,0.01
9.6539100e-04,0,0.01
9.6539200e-04,0,0.01
9.6539300e-04,0,-0.01
9.6539400e-04,0,-0.01
9.6539500e-04,0.02,-0.01
9.6539600e-04,0.02,-0.01
9.6539700e-04,0,0.01
9.6539800e-04,0,0.01
9.6539900e-04,0,-0.01
9.6540000e-04,0,0.01
9.6540100e-04,0.02,0.01
9.6540200e-04,0.02,0.01
9.6540300e-04,0,0.03
9.6540400e-04,0,0.03
9.6540500e-04,0.02,0.03
9.6540600e-04,0,0.01
9.6540700e-04,0,0.01
9.6540800e-04,0,-0.01
9.6540900e-04,-0.02,-0.01
9.6541000e-04,0,0.01
9.6541100e-04,0,-0.01
9.6541200e-04,0,0.01
9.6541300e-04,-0.02,0.01
9.6541400e-04,0,0.01
9.6541500e-04,0,-0.01
9.6541600e-04,0,0.01
9.6541700e-04,0,0.03
9.6541800e-04,0,0.01
9.6541900e-04,0,0.03
9.6542000e-04,0.02,0.01
9.6542100e-04,0.02,0.03
9.6542200e-04,0.02,0.01
9.6542300e-04,0.02,0.01
9.6542400e-04,0.02,0.01
9.6542500e-04,0.02,0.01
9.6542600e-04,0,0.01
9.6542700e-04,0,0.01
9.6542800e-04,0,0.03
9.6542900e-04,0,0.03
9.6543000e-04,0,0.03
9.6543100e-04,0,0.03
9.6543200e-04,0,0.01
9.6543300e-04,0,0.01
9.6543400e-04,0.02,0.01
9.6543500e-04,0.02,0.01
9.6543600e-04,0.02,0.01
9.6543700e-04,0,0.01
9.6543800e-04,0,0.01
9.6543900e-04,0,0.03
9.6544000e-04,0,0.01
9.6544100e-04,0,0.01
9.6544200e-04,0,0.01
9.6544300e-04,0,0.01
9.6544400e-04,0,-0.01
9.6544500e-04,0,-0.01
9.6544600e-04,0.02,-0.01
9.6544700e-04,0,-0.01
9.6544800e-04,0.02,0.01
9.6544900e-04,0,0.01
9.6545000e-04,-0.02,0.01
9.6545100e-04,-0.02,0.01
9.6545200e-04,0,0.01
9.6545300e-04,0,0.01
9.6545400e-04,0,0.01
9.6545500e-04,0,0.03
9.6545600e-04,0,0.01
9.6545700e-04,0,0.01
9.6545800e-04,0,0.01
9.6545900e-04,0,0.01
9.6546000e-04,0,0.01
9.6546100e-04,0,0.01
9.6546200e-04,0,-0.01
9.6546300e-04,0,0.01
9.6546400e-04,0,0.01
9.6546500e-04,0,0.01
9.6546600e-04,0,0.01
9.6546700e-04,0,0.03
9.6546800e-04,0.02,0.03
9.6546900e-04,0,0.03
9.6547000e-04,0,0.01
9.6547100e-04,0,0.01
9.6547200e-04,0,0.03
9.6547300e-04,-0.02,0.01
9.6547400e-04,0,-0.01
9.6547500e-04,0,0.01
9.6547600e-04,0,0.01
9.6547700e-04,0,0.01
9.6547800e-04,-0.02,0.01
9.6547900e-04,0,0.01
9.6548000e-04,0,0.01
9.6548100e-04,0,0.01
9.6548200e-04,0,0.01
9.6548300e-04,0.02,0.01
9.6548400e-04,0.02,0.01
9.6548500e-04,0.02,0.01
9.6548600e-04,0,0.01
9.6548700e-04,0,0.01
9.6548800e-04,0,0.01
9.6548900e-04,0,0.01
9.6549000e-04,0,0.01
9.6549100e-04,0,0.03
9.6549200e-04,0,0.01
9.6549300e-04,0,0.01
9.6549400e-04,0,0.01
9.6549500e-04,0,0.01
9.6549600e-04,0,0.03
9.6549700e-04,0,0.01
9.6549800e-04,0.02,0.01
9.6549900e-04,0,0.01
9.6550000e-04,0,0.03
9.6550100e-04,0.02,0.01
9.6550200e-04,0.04,-0.01
9.6550300e-04,0.02,0.01
9.6550400e-04,0.02,0.01
9.6550500e-04,0.02,0.01
9.6550600e-04,0.02,0.03
9.6550700e-04,0,0.03
9.6550800e-04,0,0.03
9.6550900e-04,0,0.01
9.6551000e-04,0.02,0.01
9.6551100e-04,0.02,0.01
9.6551200e-04,0,0.01
9.6551300e-04,0,0.01
9.6551400e-04,0,0.01
9.6551500e-04,0,0.01
9.6551600e-04,0,0.01
9.6551700e-04,0,0.03
9.6551800e-04,0,0.01
9.6551900e-04,0,0.01
9.6552000e-04,0,0.03
9.6552100e-04,0,0.03
9.6552200e-04,0,0.01
9.6552300e-04,0,0.03
9.6552400e-04,0,-0.01
9.6552500e-04,0.02,-0.01
9.6552600e-04,0.02,-0.01
9.6552700e-04,0,-0.01
9.6552800e-04,0,-0.01
9.6552900e-04,0,0.01
9.6553000e-04,0,0.01
9.6553100e-04,0.02,0.01
9.6553200e-04,0.02,0.01
9.6553300e-04,0.02,0.01
9.6553400e-04,0,0.01
9.6553500e-04,0,0.01
9.6553600e-04,0,0.01
9.6553700e-04,0.02,0.01
9.6553800e-04,0.02,0.01
9.6553900e-04,0.02,0.01
9.6554000e-04,0.02,0.01
9.6554100e-04,0,0.01
9.6554200e-04,-0.02,0.01
9.6554300e-04,0,0.03
9.6554400e-04,0,0.01
9.6554500e-04,0,0.03
9.6554600e-04,0,0.01
9.6554700e-04,0,0.01
9.6554800e-04,0,0.01
9.6554900e-04,0,0.01
9.6555000e-04,0,0.01
9.6555100e-04,0,0.01
9.6555200e-04,0,0.01
9.6555300e-04,0,0.01
9.6555400e-04,0,0.01
9.6555500e-04,0,0.01
9.6555600e-04,0,0.01
9.6555700e-04,0,-0.01
9.6555800e-04,0,0.01
9.6555900e-04,0,0.01
9.6556000e-04,0.02,0.01
9.6556100e-04,0,0.01
9.6556200e-04,0.02,0.01
9.6556300e-04,0,0.01
9.6556400e-04,0.02,0.01
9.6556500e-04,0,0.01
9.6556600e-04,0,0.01
9.6556700e-04,-0.02,-0.01
9.6556800e-04,0,0.01
9.6556900e-04,-0.02,0.01
9.6557000e-04,-0.02,0.01
9.6557100e-04,0,0.01
9.6557200e-04,0,-0.01
9.6557300e-04,0,-0.01
9.6557400e-04,0,-0.01
9.6557500e-04,0,0.01
9.6557600e-04,0.02,0.01
9.6557700e-04,0.02,0.01
9.6557800e-04,0,0.01
9.6557900e-04,0,0.01
9.6558000e-04,0,0.01
9.6558100e-04,0,0.01
9.6558200e-04,0,0.01
9.6558300e-04,0,-0.01
9.6558400e-04,0,0.01
9.6558500e-04,0,0.01
9.6558600e-04,0.02,-0.01
9.6558700e-04,0.02,-0.03
9.6558800e-04,0.02,-0.01
9.6558900e-04,0.02,0.01
9.6559000e-04,0.02,0.01
9.6559100e-04,0,0.01
9.6559200e-04,0,0.01
9.6559300e-04,0,0.01
9.6559400e-04,0,-0.01
9.6559500e-04,0,0.01
9.6559600e-04,0,0.01
9.6559700e-04,0,0.03
9.6559800e-04,0,0.03
9.6559900e-04,0,0.01
9.6560000e-04,0,0.01
9.6560100e-04,0,0.01
9.6560200e-04,0,0.01
9.6560300e-04,0,0.01
9.6560400e-04,-0.02,0.01
9.6560500e-04,0,0.01
9.6560600e-04,0.02,0.01
9.6560700e-04,0.02,0.01
9.6560800e-04,0,0.01
9.6560900e-04,0,0.01
9.6561000e-04,0.02,0.03
9.6561100e-04,0,0.03
9.6561200e-04,0,0.01
9.6561300e-04,-0.02,-0.01
9.6561400e-04,0,0.01
9.6561500e-04,0,-0.01
9.6561600e-04,0.02,0.01
9.6561700e-04,0.02,-0.01
9.6561800e-04,0.02,-0.01
9.6561900e-04,0,-0.01
9.6562000e-04,0.02,0.01
9.6562100e-04,0,0.01
9.6562200e-04,0,0.01
9.6562300e-04,0,0.01
9.6562400e-04,0,0.01
9.6562500e-04,0,0.01
9.6562600e-04,0,0.01
9.6562700e-04,0,0.01
9.6562800e-04,0.02,0.01
9.6562900e-04,0,0.01
9.6563000e-04,0.02,0.01
9.6563100e-04,0,0.03
9.6563200e-04,0.02,0.01
9.6563300e-04,0,0.01
9.6563400e-04,0,-0.01
9.6563500e-04,0,0.01
9.6563600e-04,0,-0.01
9.6563700e-04,0,-0.01
9.6563800e-04,0,0.01
9.6563900e-04,0,0.03
9.6564000e-04,0,0.01
9.6564100e-04,0,0.01
9.6564200e-04,0.02,0.01
9.6564300e-04,0.02,0.01
9.6564400e-04,0.02,0.01
9.6564500e-04,0.02,-0.01
9.6564600e-04,0.02,0.01
9.6564700e-04,0.02,0.01
9.6564800e-04,0.02,0.01
9.6564900e-04,0.02,0.03
9.6565000e-04,0,-0.01
9.6565100e-04,0,-0.01
9.6565200e-04,0,-0.01
9.6565300e-04,0,0.01
9.6565400e-04,0,0.01
9.6565500e-04,0,0.01
9.6565600e-04,-0.02,-0.01
9.6565700e-04,0,-0.01
9.6565800e-04,0.02,0.01
9.6565900e-04,0,0.01
9.6566000e-04,0.02,-0.01
9.6566100e-04,0,-0.01
9.6566200e-04,0,-0.01
9.6566300e-04,-0.02,0.01
9.6566400e-04,0,0.01
9.6566500e-04,0,0.01
9.6566600e-04,0,0.01
9.6566700e-04,0,-0.01
9.6566800e-04,0,0.01
9.6566900e-04,0.02,0.01
9.6567000e-04,0.02,0.01
9.6567100e-04,0.02,0.01
9.6567200e-04,0.02,0.01
9.6567300e-04,0.02,0.01
9.6567400e-04,0,0.01
9.6567500e-04,0,0.01
9.6567600e-04,0.02,0.01
9.6567700e-04,0,0.01
9.6567800e-04,0.02,0.01
9.6567900e-04,0.02,0.01
9.6568000e-04,0.02,-0.01
9.6568100e-04,0,0.01
9.6568200e-04,0,0.01
9.6568300e-04,0,0.03
9.6568400e-04,0,0.01
9.6568500e-04,0,0.01
9.6568600e-04,0,0.01
9.6568700e-04,0,0.01
9.6568800e-04,0.02,0.01
9.6568900e-04,0.02,0.01
9.6569000e-04,0.02,0.01
9.6569100e-04,0,0.01
9.6569200e-04,0,0.01
9.6569300e-04,0,0.01
9.6569400e-04,-0.02,-0.01
9.6569500e-04,0,0.01
9.6569600e-04,0.02,0.01
9.6569700e-04,0,0.03
9.6569800e-04,0,0.01
9.6569900e-04,0,0.01
9.6570000e-04,0.02,0.01
9.6570100e-04,0,0.01
9.6570200e-04,0.02,0.01
9.6570300e-04,0,0.01
9.6570400e-04,0,-0.01
9.6570500e-04,0,-0.01
9.6570600e-04,0,-0.01
9.6570700e-04,0,-0.01
9.6570800e-04,0.02,-0.01
9.6570900e-04,0,-0.01
9.6571000e-04,0.02,-0.01
9.6571100e-04,0,0.03
9.6571200e-04,0.02,0.01
9.6571300e-04,-0.02,0.03
9.6571400e-04,-0.02,0.01
9.6571500e-04,0,0.01
9.6571600e-04,0.02,0.01
9.6571700e-04,0,0.01
9.6571800e-04,0,0.01
9.6571900e-04,-0.02,0.01
9.6572000e-04,0,0.01
9.6572100e-04,0,0.03
9.6572200e-04,0,0.01
9.6572300e-04,0,0.03
9.6572400e-04,0,0.03
9.6572500e-04,0.02,0.03
9.6572600e-04,0,0.01
9.6572700e-04,0,0.01
9.6572800e-04,0,0.01
9.6572900e-04,0,0.03
9.6573000e-04,0.02,0.03
9.6573100e-04,0,0.01
9.6573200e-04,0,0.03
9.6573300e-04,0,0.03
9.6573400e-04,0,0.03
9.6573500e-04,0,0.01
9.6573600e-04,0.02,0.03
9.6573700e-04,0,0.03
9.6573800e-04,0,0.01
9.6573900e-04,0,0.01
9.6574000e-04,0,-0.01
9.6574100e-04,0,0.01
9.6574200e-04,0,0.01
9.6574300e-04,0,0.01
9.6574400e-04,0,0.01
9.6574500e-04,0,0.01
9.6574600e-04,0.02,0.01
9.6574700e-04,0,0.01
9.6574800e-04,0,0.01
9.6574900e-04,0,0.01
9.6575000e-04,0.02,-0.01
9.6575100e-04,0.02,-0.01
9.6575200e-04,0.02,-0.01
9.6575300e-04,0,0.01
9.6575400e-04,0,0.01
9.6575500e-04,-0.02,0.01
9.6575600e-04,-0.02,0.01
9.6575700e-04,-0.02,0.01
9.6575800e-04,0,0.01
9.6575900e-04,0,0.01
9.6576000e-04,0,0.01
9.6576100e-04,0,0.01
9.6576200e-04,0,0.01
9.6576300e-04,0,0.01
9.6576400e-04,0,0.01
9.6576500e-04,0,0.03
9.6576600e-04,0.02,0.01
9.6576700e-04,0,0.01
9.6576800e-04,0.02,0.01
9.6576900e-04,0.02,-0.01
9.6577000e-04,0.02,0.01
9.6577100e-04,0.02,0.01
9.6577200e-04,0.02,0.01
9.6577300e-04,0.02,0.01
9.6577400e-04,0.02,0.01
9.6577500e-04,0,0.01
9.6577600e-04,0,0.01
9.6577700e-04,0,0.01
9.6577800e-04,0,-0.01
9.6577900e-04,0,-0.01
9.6578000e-04,0.02,-0.01
9.6578100e-04,0.02,-0.01
9.6578200e-04,0,0.01
9.6578300e-04,0,0.01
9.6578400e-04,0.02,0.01
9.6578500e-04,0,0.01
9.6578600e-04,0,0.01
9.6578700e-04,-0.02,0.01
9.6578800e-04,0,0.01
9.6578900e-04,0,0.01
9.6579000e-04,0,0.01
9.6579100e-04,0,0.01
9.6579200e-04,0,0.01
9.6579300e-04,0,0.03
9.6579400e-04,0,0.01
9.6579500e-04,0,0.01
9.6579600e-04,0,0.01
9.6579700e-04,0,-0.01
9.6579800e-04,0,0.01
9.6579900e-04,0.02,0.01
9.6580000e-04,0,-0.01
9.6580100e-04,0,-0.01
9.6580200e-04,-0.02,0.01
9.6580300e-04,-0.02,0.01
9.6580400e-04,0,0.01
9.6580500e-04,0,0.01
9.6580600e-04,0,0.01
9.6580700e-04,0,0.01
9.6580800e-04,0.02,-0.01
9.6580900e-04,0,-0.01
9.6581000e-04,0,-0.01
9.6581100e-04,0,-0.01
9.6581200e-04,0,-0.01
9.6581300e-04,0,0.01
9.6581400e-04,0,0.01
9.6581500e-04,0,0.01
9.6581600e-04,0,0.01
9.6581700e-04,0,0.01
9.6581800e-04,0.02,0.01
9.6581900e-04,0,0.01
9.6582000e-04,0.02,0.01
9.6582100e-04,0,0.01
9.6582200e-04,0,0.01
9.6582300e-04,0,0.01
9.6582400e-04,0,0.01
9.6582500e-04,0,0.01
9.6582600e-04,0,-0.01
9.6582700e-04,0,-0.01
9.6582800e-04,0,-0.01
9.6582900e-04,0,0.01
9.6583000e-04,0.02,0.01
9.6583100e-04,0.02,0.01
9.6583200e-04,0.02,0.01
9.6583300e-04,0,0.01
9.6583400e-04,-0.02,0.01
9.6583500e-04,-0.02,0.01
9.6583600e-04,0,0.01
9.6583700e-04,0,0.01
9.6583800e-04,0,0.01
9.6583900e-04,0,0.01
9.6584000e-04,0.02,0.01
9.6584100e-04,0,0.01
9.6584200e-04,0,-0.01
9.6584300e-04,0,0.01
9.6584400e-04,0.02,-0.01
9.6584500e-04,0.02,-0.01
9.6584600e-04,0.02,-0.01
9.6584700e-04,0,-0.01
9.6584800e-04,0,-0.01
9.6584900e-04,0,0.01
9.6585000e-04,0.02,0.01
9.6585100e-04,0.02,0.01
9.6585200e-04,0.02,0.01
9.6585300e-04,0,-0.01
9.6585400e-04,0,-0.01
9.6585500e-04,0,0.01
9.6585600e-04,0,0.01
9.6585700e-04,0,0.01
9.6585800e-04,0.02,-0.01
9.6585900e-04,0,0.01
9.6586000e-04,0,0.01
9.6586100e-04,0,0.01
9.6586200e-04,0.02,0.01
9.6586300e-04,0,0.01
9.6586400e-04,0,0.01
9.6586500e-04,0,0.01
9.6586600e-04,0,0.01
9.6586700e-04,0,0.01
9.6586800e-04,0,-0.01
9.6586900e-04,0,0.01
9.6587000e-04,0,0.01
9.6587100e-04,0,0.01
9.6587200e-04,0,-0.01
9.6587300e-04,0,-0.01
9.6587400e-04,0.02,0.01
9.6587500e-04,0,0.01
9.6587600e-04,0.02,0.01
9.6587700e-04,0,0.03
9.6587800e-04,0.02,0.01
9.6587900e-04,0.02,0.01
9.6588000e-04,0.02,0.01
9.6588100e-04,0,0.01
9.6588200e-04,0,0.01
9.6588300e-04,0,0.01
9.6588400e-04,0,0.01
9.6588500e-04,-0.02,0.01
9.6588600e-04,0,-0.01
9.6588700e-04,-0.02,-0.01
9.6588800e-04,0,-0.01
9.6588900e-04,0,-0.01
9.6589000e-04,0,-0.01
9.6589100e-04,0,-0.01
9.6589200e-04,0,-0.01
9.6589300e-04,0,-0.01
9.6589400e-04,0,-0.01
9.6589500e-04,0,-0.01
9.6589600e-04,0.02,-0.01
9.6589700e-04,0.02,-0.01
9.6589800e-04,0.02,0.01
9.6589900e-04,0,0.01
9.6590000e-04,0.02,0.01
9.6590100e-04,0.02,0.01
9.6590200e-04,0.02,0.01
9.6590300e-04,0.02,0.01
9.6590400e-04,0.02,-0.01
9.6590500e-04,0.02,-0.01
9.6590600e-04,0.02,-0.01
9.6590700e-04,0.02,-0.01
9.6590800e-04,0.02,0.01
9.6590900e-04,0.02,-0.01
9.6591000e-04,0.02,-0.01
9.6591100e-04,0.02,-0.01
9.6591200e-04,0,-0.01
9.6591300e-04,0,0.01
9.6591400e-04,0,0.03
9.6591500e-04,0,0.03
9.6591600e-04,0,0.01
9.6591700e-04,0,0.01
9.6591800e-04,0,0.01
9.6591900e-04,0,0.01
9.6592000e-04,0.02,0.01
9.6592100e-04,0,0.01
9.6592200e-04,0.02,0.01
9.6592300e-04,0.02,0.01
9.6592400e-04,0.02,0.01
9.6592500e-04,0,0.01
9.6592600e-04,0.02,-0.01
9.6592700e-04,0.02,0.01
9.6592800e-04,0.02,-0.01
9.6592900e-04,0.02,0.01
9.6593000e-04,0.02,0.01
9.6593100e-04,0.02,0.01
9.6593200e-04,0.02,0.01
9.6593300e-04,0.02,0.01
9.6593400e-04,0.02,-0.01
9.6593500e-04,0,-0.01
9.6593600e-04,-0.02,-0.01
9.6593700e-04,-0.02,-0.01
9.6593800e-04,0.02,-0.01
9.6593900e-04,0,0.01
9.6594000e-04,0,0.01
9.6594100e-04,0,0.01
9.6594200e-04,0.02,0.01
9.6594300e-04,0,-0.01
9.6594400e-04,0,0.01
9.6594500e-04,0,0.01
9.6594600e-04,0,0.01
9.6594700e-04,0,0.01
9.6594800e-04,0,0.01
9.6594900e-04,0,-0.01
9.6595000e-04,0.02,-0.01
9.6595100e-04,0,-0.01
9.6595200e-04,0.02,-0.01
9.6595300e-04,0.02,-0.01
9.6595400e-04,0.02,-0.01
9.6595500e-04,0,-0.01
9.6595600e-04,0.02,-0.01
9.6595700e-04,0,0.01
9.6595800e-04,0,0.01
9.6595900e-04,0.02,0.03
9.6596000e-04,0.02,0.01
9.6596100e-04,0,0.01
9.6596200e-04,-0.02,-0.01
9.6596300e-04,-0.02,-0.01
9.6596400e-04,0,0.01
9.6596500e-04,0,0.01
9.6596600e-04,0.02,0.01
9.6596700e-04,0,-0.01
9.6596800e-04,0.02,0.01
9.6596900e-04,0.02,0.01
9.6597000e-04,0.02,0.01
9.6597100e-04,0.02,-0.01
9.6597200e-04,0,0.01
9.6597300e-04,0,0.01
9.6597400e-04,0,-0.01
9.6597500e-04,0,0.01
9.6597600e-04,0,0.01
9.6597700e-04,0,0.01
9.6597800e-04,0,0.03
9.6597900e-04,0.02,0.01
9.6598000e-04,0.02,0.01
9.6598100e-04,0,0.01
9.6598200e-04,0,0.03
9.6598300e-04,0,0.03
9.6598400e-04,0,0.01
9.6598500e-04,0,0.03
9.6598600e-04,0,0.03
9.6598700e-04,0,0.03
9.6598800e-04,0,0.01
9.6598900e-04,0,0.01
9.6599000e-04,-0.02,0.01
9.6599100e-04,0,-0.01
9.6599200e-04,0,-0.01
9.6599300e-04,0,0.01
9.6599400e-04,0,0.01
9.6599500e-04,0,0.01
9.6599600e-04,0,0.01
9.6599700e-04,0,0.01
9.6599800e-04,0,0.01
9.6599900e-04,0,0.01
9.6600000e-04,0.02,0.01
9.6600100e-04,0,-0.01
9.6600200e-04,0,0.01
9.6600300e-04,0,0.01
9.6600400e-04,0,0.01
9.6600500e-04,0,0.01
9.6600600e-04,0,0.01
9.6600700e-04,0,0.01
9.6600800e-04,0,0.01
9.6600900e-04,0,-0.01
9.6601000e-04,0.02,-0.01
9.6601100e-04,0,-0.01
9.6601200e-04,0,-0.01
9.6601300e-04,-0.02,-0.01
9.6601400e-04,0,0.01
9.6601500e-04,0,0.01
9.6601600e-04,0,0.01
9.6601700e-04,0,-0.01
9.6601800e-04,0,0.01
9.6601900e-04,0,-0.01
9.6602000e-04,0.02,-0.01
9.6602100e-04,0,-0.01
9.6602200e-04,0.02,-0.01
9.6602300e-04,0,-0.01
9.6602400e-04,0,-0.01
9.6602500e-04,0,0.01
9.6602600e-04,0,0.01
9.6602700e-04,0,0.03
9.6602800e-04,0,0.01
9.6602900e-04,-0.02,0.01
9.6603000e-04,0,0.01
9.6603100e-04,0,-0.01
9.6603200e-04,0,-0.01
9.6603300e-04,-0.02,0.01
9.6603400e-04,0,-0.01
9.6603500e-04,0,-0.01
9.6603600e-04,0.02,0.01
9.6603700e-04,0.02,0.01
9.6603800e-04,0.02,0.01
9.6603900e-04,0,0.01
9.6604000e-04,0.02,-0.01
9.6604100e-04,0,-0.01
9.6604200e-04,0.02,-0.01
9.6604300e-04,0,-0.01
9.6604400e-04,0.02,0.01
9.6604500e-04,0,0.01
9.6604600e-04,0.02,0.01
9.6604700e-04,0,0.01
9.6604800e-04,0,0.01
9.6604900e-04,0,0.01
9.6605000e-04,0.02,0.01
9.6605100e-04,0,0.01
9.6605200e-04,0.02,0.01
9.6605300e-04,0.02,0.01
9.6605400e-04,0.02,-0.01
9.6605500e-04,0.02,0.01
9.6605600e-04,0.02,0.01
9.6605700e-04,0.02,0.01
9.6605800e-04,0.02,0.01
9.6605900e-04,0,0.01
9.6606000e-04,0.02,0.01
9.6606100e-04,0.02,0.01
9.6606200e-04,0.02,0.01
9.6606300e-04,0,-0.01
9.6606400e-04,0,0.01
9.6606500e-04,0,0.01
9.6606600e-04,0.02,0.01
9.6606700e-04,0,-0.01
9.6606800e-04,0,0.01
9.6606900e-04,0,0.01
9.6607000e-04,0,0.01
9.6607100e-04,0.02,0.01
9.6607200e-04,0.02,0.01
9.6607300e-04,0.02,0.03
9.6607400e-04,0,0.01
9.6607500e-04,0,0.01
9.6607600e-04,0,0.01
9.6607700e-04,0,0.01
9.6607800e-04,0,-0.01
9.6607900e-04,0,-0.01
9.6608000e-04,0.02,-0.01
9.6608100e-04,0,-0.01
9.6608200e-04,0,0.01
9.6608300e-04,0,0.01
9.6608400e-04,0.02,0.01
9.6608500e-04,0.02,0.01
9.6608600e-04,0.02,-0.01
9.6608700e-04,0.02,0.01
9.6608800e-04,0.02,-0.01
9.6608900e-04,0.02,-0.01
9.6609000e-04,0.02,-0.01
9.6609100e-04,0,0.01
9.6609200e-04,0.02,0.01
9.6609300e-04,0,0.01
9.6609400e-04,0.02,0.01
9.6609500e-04,0,0.01
9.6609600e-04,0.02,0.01
9.6609700e-04,0,0.01
9.6609800e-04,0.02,0.01
9.6609900e-04,0,0.01
9.6610000e-04,0,0.01
9.6610100e-04,0,0.01
9.6610200e-04,0,0.01
9.6610300e-04,-0.02,0.01
9.6610400e-04,-0.02,-0.01
